Demand for California (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389936&sdid=EBA.CAL-ALL.D.H
04:20:22 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.D.H megawatthours
06/19/2022 15H,20744
06/19/2022 14H,20443
06/19/2022 13H,20602
06/19/2022 12H,20805
06/19/2022 11H,21261
06/19/2022 10H,21977
06/19/2022 09H,23023
06/19/2022 08H,24190
06/19/2022 07H,25419
06/19/2022 06H,26493
06/19/2022 05H,26758
06/19/2022 04H,26363
06/19/2022 03H,26068
06/19/2022 02H,25251
06/19/2022 01H,23113
06/19/2022 00H,21956
06/18/2022 23H,21100
06/18/2022 22H,20748
06/18/2022 21H,20639
06/18/2022 20H,20864
06/18/2022 19H,21450
06/18/2022 18H,22220
06/18/2022 17H,22654
06/18/2022 16H,22647
06/18/2022 15H,22051
06/18/2022 14H,21702
06/18/2022 13H,21708
06/18/2022 12H,21806
06/18/2022 11H,22308
06/18/2022 10H,23076
06/18/2022 09H,24117
06/18/2022 08H,25377
06/18/2022 07H,27127
06/18/2022 06H,28584
06/18/2022 05H,28962
06/18/2022 04H,28724
06/18/2022 03H,28774
06/18/2022 02H,28032
06/18/2022 01H,27332
06/18/2022 00H,26552
06/17/2022 23H,26305
06/17/2022 22H,26437
06/17/2022 21H,26668
06/17/2022 20H,26803
06/17/2022 19H,26922
06/17/2022 18H,26609
06/17/2022 17H,26504
06/17/2022 16H,26029
06/17/2022 15H,24805
06/17/2022 14H,23944
06/17/2022 13H,23280
06/17/2022 12H,23173
06/17/2022 11H,23719
06/17/2022 10H,24559
06/17/2022 09H,25795
06/17/2022 08H,27243
06/17/2022 07H,34149
06/17/2022 06H,36779
06/17/2022 05H,38324
06/17/2022 04H,39263
06/17/2022 03H,40109
06/17/2022 02H,39986
06/17/2022 01H,39625
06/17/2022 00H,38344
06/16/2022 23H,37109
06/16/2022 22H,35363
06/16/2022 21H,34051
06/16/2022 20H,33099
06/16/2022 19H,32585
06/16/2022 18H,33027
06/16/2022 17H,33176
06/16/2022 16H,31683
06/16/2022 15H,30009
06/16/2022 14H,28480
06/16/2022 13H,27684
06/16/2022 12H,27446
06/16/2022 11H,28172
06/16/2022 10H,29359
06/16/2022 09H,30769
06/16/2022 08H,32800
06/16/2022 07H,33782
06/16/2022 06H,36783
06/16/2022 05H,39616
06/16/2022 04H,41145
06/16/2022 03H,42465
06/16/2022 02H,43697
06/16/2022 01H,43685
06/16/2022 00H,42791
06/15/2022 23H,41139
06/15/2022 22H,39031
06/15/2022 21H,37423
06/15/2022 20H,36058
06/15/2022 19H,34605
06/15/2022 18H,33582
06/15/2022 17H,32503
06/15/2022 16H,32077
06/15/2022 15H,31417
06/15/2022 14H,29566
06/15/2022 13H,28338
06/15/2022 12H,27475
06/15/2022 11H,27428
06/15/2022 10H,28132
06/15/2022 09H,29251
06/15/2022 08H,30864
06/15/2022 07H,34806
06/15/2022 06H,37434
06/15/2022 05H,38803
06/15/2022 04H,39748
06/15/2022 03H,40173
06/15/2022 02H,39938
06/15/2022 01H,38654
06/15/2022 00H,36995
06/14/2022 23H,35165
06/14/2022 22H,33438
06/14/2022 21H,32446
06/14/2022 20H,31550
06/14/2022 19H,31489
06/14/2022 18H,31431
06/14/2022 17H,31861
06/14/2022 16H,31552
06/14/2022 15H,30183
06/14/2022 14H,27795
06/14/2022 13H,26806
06/14/2022 12H,26931
06/14/2022 11H,27360
06/14/2022 10H,28168
06/14/2022 09H,29440
06/14/2022 08H,31203
06/14/2022 07H,32009
06/14/2022 06H,34491
06/14/2022 05H,36627
06/14/2022 04H,37225
06/14/2022 03H,37738
06/14/2022 02H,38125
06/14/2022 01H,37723
06/14/2022 00H,35958
06/13/2022 23H,34381
06/13/2022 22H,33569
06/13/2022 21H,32857
06/13/2022 20H,32426
06/13/2022 19H,32428
06/13/2022 18H,30239
06/13/2022 17H,32510
06/13/2022 16H,32324
06/13/2022 15H,31577
06/13/2022 14H,29793
06/13/2022 13H,27666
06/13/2022 12H,26638
06/13/2022 11H,26496
06/13/2022 10H,26883
06/13/2022 09H,27839
06/13/2022 08H,29374
06/13/2022 07H,31317
06/13/2022 06H,33741
06/13/2022 05H,36119
06/13/2022 04H,37227
06/13/2022 03H,37932
06/13/2022 02H,38370
06/13/2022 01H,37941
06/13/2022 00H,36951
06/12/2022 23H,35736
06/12/2022 22H,34326
06/12/2022 21H,33508
06/12/2022 20H,32423
06/12/2022 19H,31138
06/12/2022 18H,30079
06/12/2022 17H,28988
06/12/2022 16H,28268
06/12/2022 15H,27407
06/12/2022 14H,27182
06/12/2022 13H,27430
06/12/2022 12H,27900
06/12/2022 11H,28539
06/12/2022 10H,29466
06/12/2022 09H,30785
06/12/2022 08H,32415
06/12/2022 07H,34943
06/12/2022 06H,37755
06/12/2022 05H,40455
06/12/2022 04H,42111
06/12/2022 03H,43603
06/12/2022 02H,44551
06/12/2022 01H,43963
06/12/2022 00H,42553
06/11/2022 23H,41237
06/11/2022 22H,39764
06/11/2022 21H,38551
06/11/2022 20H,36272
06/11/2022 19H,34795
06/11/2022 18H,33881
06/11/2022 17H,32462
06/11/2022 16H,31662
06/11/2022 15H,30191
06/11/2022 14H,28887
06/11/2022 13H,28899
06/11/2022 12H,29114
06/11/2022 11H,29718
06/11/2022 10H,30911
06/11/2022 09H,32694
06/11/2022 08H,34662
06/11/2022 07H,37313
06/11/2022 06H,40611
06/11/2022 05H,43749
06/11/2022 04H,45571
06/11/2022 03H,47780
06/11/2022 02H,48958
06/11/2022 01H,49117
06/11/2022 00H,48322
06/10/2022 23H,47022
06/10/2022 22H,45004
06/10/2022 21H,42622
06/10/2022 20H,40207
06/10/2022 19H,38860
06/10/2022 18H,37721
06/10/2022 17H,36471
06/10/2022 16H,34990
06/10/2022 15H,32946
06/10/2022 14H,30839
06/10/2022 13H,29171
06/10/2022 12H,28601
06/10/2022 11H,28692
06/10/2022 10H,29623
06/10/2022 09H,31110
06/10/2022 08H,32788
06/10/2022 07H,35116
06/10/2022 06H,38302
06/10/2022 05H,41354
06/10/2022 04H,42964
06/10/2022 03H,44114
06/10/2022 02H,45075
06/10/2022 01H,45306
06/10/2022 00H,44148
06/9/2022 23H,42133
06/9/2022 22H,39726
06/9/2022 21H,37832
06/9/2022 20H,36195
06/9/2022 19H,35016
06/9/2022 18H,34346
06/9/2022 17H,33530
06/9/2022 16H,33191
06/9/2022 15H,31866
06/9/2022 14H,29926
06/9/2022 13H,28501
06/9/2022 12H,27855
06/9/2022 11H,27765
06/9/2022 10H,28413
06/9/2022 09H,29672
06/9/2022 08H,31218
06/9/2022 07H,33441
06/9/2022 06H,36106
06/9/2022 05H,39039
06/9/2022 04H,40517
06/9/2022 03H,41418
06/9/2022 02H,42720
06/9/2022 01H,42332
06/9/2022 00H,41078
06/8/2022 23H,39713
06/8/2022 22H,38065
06/8/2022 21H,36213
06/8/2022 20H,34709
06/8/2022 19H,33996
06/8/2022 18H,33191
06/8/2022 17H,32645
06/8/2022 16H,32869
06/8/2022 15H,31652
06/8/2022 14H,29758
06/8/2022 13H,28293
06/8/2022 12H,27347
06/8/2022 11H,27305
06/8/2022 10H,27921
06/8/2022 09H,28878
06/8/2022 08H,30502
06/8/2022 07H,32642
06/8/2022 06H,35474
06/8/2022 05H,38287
06/8/2022 04H,39704
06/8/2022 03H,40506
06/8/2022 02H,41074
06/8/2022 01H,40667
06/8/2022 00H,39695
06/7/2022 23H,38637
06/7/2022 22H,36651
06/7/2022 21H,34980
06/7/2022 20H,33380
06/7/2022 19H,32353
06/7/2022 18H,31696
06/7/2022 17H,31372
06/7/2022 16H,31517
06/7/2022 15H,31031
06/7/2022 14H,29557
06/7/2022 13H,27823
06/7/2022 12H,26994
06/7/2022 11H,26810
06/7/2022 10H,27407
06/7/2022 09H,28480
06/7/2022 08H,30145
06/7/2022 07H,32052
06/7/2022 06H,34841
06/7/2022 05H,37570
06/7/2022 04H,38903
06/7/2022 03H,39515
06/7/2022 02H,39994
06/7/2022 01H,39236
06/7/2022 00H,37605
06/6/2022 23H,36114
06/6/2022 22H,34897
06/6/2022 21H,33562
06/6/2022 20H,32488
06/6/2022 19H,31902
06/6/2022 18H,31006
06/6/2022 17H,30785
06/6/2022 16H,30949
06/6/2022 15H,30282
06/6/2022 14H,28383
06/6/2022 13H,26776
06/6/2022 12H,25772
06/6/2022 11H,25518
06/6/2022 10H,25947
06/6/2022 09H,26862
06/6/2022 08H,28271
06/6/2022 07H,30075
06/6/2022 06H,32444
06/6/2022 05H,34578
06/6/2022 04H,35119
06/6/2022 03H,34902
06/6/2022 02H,34566
06/6/2022 01H,33296
06/6/2022 00H,31229
06/5/2022 23H,29514
06/5/2022 22H,27895
06/5/2022 21H,27063
06/5/2022 20H,26651
06/5/2022 19H,27023
06/5/2022 18H,26918
06/5/2022 17H,27116
06/5/2022 16H,26852
06/5/2022 15H,25894
06/5/2022 14H,25296
06/5/2022 13H,25211
06/5/2022 12H,25211
06/5/2022 11H,25468
06/5/2022 10H,25837
06/5/2022 09H,26552
06/5/2022 08H,27859
06/5/2022 07H,29299
06/5/2022 06H,30824
06/5/2022 05H,32258
06/5/2022 04H,32801
06/5/2022 03H,32303
06/5/2022 02H,31784
06/5/2022 01H,31305
06/5/2022 00H,32051
06/4/2022 23H,29037
06/4/2022 22H,28304
06/4/2022 21H,29958
06/4/2022 20H,28131
06/4/2022 19H,28595
06/4/2022 18H,29177
06/4/2022 17H,28719
06/4/2022 16H,28088
06/4/2022 15H,26979
06/4/2022 14H,26405
06/4/2022 13H,26051
06/4/2022 12H,25804
06/4/2022 11H,26008
06/4/2022 10H,26688
06/4/2022 09H,27867
06/4/2022 08H,29117
06/4/2022 07H,30785
06/4/2022 06H,32758
06/4/2022 05H,34795
06/4/2022 04H,35568
06/4/2022 03H,35384
06/4/2022 02H,35646
06/4/2022 01H,35699
06/4/2022 00H,35162
06/3/2022 23H,34398
06/3/2022 22H,33339
06/3/2022 21H,32392
06/3/2022 20H,31112
06/3/2022 19H,31289
06/3/2022 18H,31485
06/3/2022 17H,31762
06/3/2022 16H,31698
06/3/2022 15H,30490
06/3/2022 14H,29163
06/3/2022 13H,27748
06/3/2022 12H,26841
06/3/2022 11H,26811
06/3/2022 10H,27355
06/3/2022 09H,28248
06/3/2022 08H,29668
06/3/2022 07H,31461
06/3/2022 06H,33935
06/3/2022 05H,36554
06/3/2022 04H,37845
06/3/2022 03H,38266
06/3/2022 02H,38790
06/3/2022 01H,38799
06/3/2022 00H,37862
06/2/2022 23H,36771
06/2/2022 22H,35442
06/2/2022 21H,34231
06/2/2022 20H,32129
06/2/2022 19H,31731
06/2/2022 18H,31789
06/2/2022 17H,31347
06/2/2022 16H,31212
06/2/2022 15H,29959
06/2/2022 14H,28685
06/2/2022 13H,27705
06/2/2022 12H,26928
06/2/2022 11H,26921
06/2/2022 10H,27163
06/2/2022 09H,28346
06/2/2022 08H,29778
06/2/2022 07H,31809
06/2/2022 06H,34767
06/2/2022 05H,37618
06/2/2022 04H,39021
06/2/2022 03H,39733
06/2/2022 02H,40194
06/2/2022 01H,39490
06/2/2022 00H,37754
06/1/2022 23H,36261
06/1/2022 22H,34773
06/1/2022 21H,33093
06/1/2022 20H,31983
06/1/2022 19H,30870
06/1/2022 18H,30431
06/1/2022 17H,30405
06/1/2022 16H,30757
06/1/2022 15H,30019
06/1/2022 14H,28195
06/1/2022 13H,26887
06/1/2022 12H,25922
06/1/2022 11H,25784
06/1/2022 10H,26422
06/1/2022 09H,27493
06/1/2022 08H,28695
06/1/2022 07H,30354
06/1/2022 06H,32884
06/1/2022 05H,35205
06/1/2022 04H,36240
06/1/2022 03H,36283
06/1/2022 02H,36076
06/1/2022 01H,34875
06/1/2022 00H,32995
05/31/2022 23H,31249
05/31/2022 22H,29910
05/31/2022 21H,29090
05/31/2022 20H,28788
05/31/2022 19H,28482
05/31/2022 18H,28596
05/31/2022 17H,29015
05/31/2022 16H,29228
05/31/2022 15H,28612
05/31/2022 14H,26990
05/31/2022 13H,25859
05/31/2022 12H,24777
05/31/2022 11H,24454
05/31/2022 10H,24733
05/31/2022 09H,25494
05/31/2022 08H,26596
05/31/2022 07H,28090
05/31/2022 06H,30211
05/31/2022 05H,32034
05/31/2022 04H,32527
05/31/2022 03H,31999
05/31/2022 02H,31433
05/31/2022 01H,29870
05/31/2022 00H,27744
05/30/2022 23H,26083
05/30/2022 22H,24696
05/30/2022 21H,24166
05/30/2022 20H,23945
05/30/2022 19H,24078
05/30/2022 18H,24418
05/30/2022 17H,25312
05/30/2022 16H,25546
05/30/2022 15H,25312
05/30/2022 14H,24542
05/30/2022 13H,24433
05/30/2022 12H,24149
05/30/2022 11H,24370
05/30/2022 10H,24603
05/30/2022 09H,25076
05/30/2022 08H,25962
05/30/2022 07H,27432
05/30/2022 06H,29026
05/30/2022 05H,30452
05/30/2022 04H,30553
05/30/2022 03H,29886
05/30/2022 02H,29550
05/30/2022 01H,27310
05/30/2022 00H,25450
05/29/2022 23H,23709
05/29/2022 22H,22440
05/29/2022 21H,22121
05/29/2022 20H,22279
05/29/2022 19H,22623
05/29/2022 18H,23421
05/29/2022 17H,24134
05/29/2022 16H,24380
05/29/2022 15H,24429
05/29/2022 14H,24531
05/29/2022 13H,24614
05/29/2022 12H,24347
05/29/2022 11H,24495
05/29/2022 10H,24912
05/29/2022 09H,25613
05/29/2022 08H,26637
05/29/2022 07H,27836
05/29/2022 06H,29110
05/29/2022 05H,30367
05/29/2022 04H,30753
05/29/2022 03H,30487
05/29/2022 02H,29866
05/29/2022 01H,28726
05/29/2022 00H,27532
05/28/2022 23H,26634
05/28/2022 22H,25659
05/28/2022 21H,25513
05/28/2022 20H,25966
05/28/2022 19H,26691
05/28/2022 18H,26984
05/28/2022 17H,26968
05/28/2022 16H,27239
05/28/2022 15H,25865
05/28/2022 14H,25298
05/28/2022 13H,25185
05/28/2022 12H,24993
05/28/2022 11H,25340
05/28/2022 10H,25879
05/28/2022 09H,26932
05/28/2022 08H,28131
05/28/2022 07H,29710
05/28/2022 06H,31847
05/28/2022 05H,33501
05/28/2022 04H,34224
05/28/2022 03H,33859
05/28/2022 02H,33713
05/28/2022 01H,33404
05/28/2022 00H,32552
05/27/2022 23H,31363
05/27/2022 22H,30247
05/27/2022 21H,29624
05/27/2022 20H,29261
05/27/2022 19H,29656
05/27/2022 18H,30689
05/27/2022 17H,31153
05/27/2022 16H,31284
05/27/2022 15H,29777
05/27/2022 14H,28385
05/27/2022 13H,27314
05/27/2022 12H,26433
05/27/2022 11H,26544
05/27/2022 10H,27231
05/27/2022 09H,27938
05/27/2022 08H,29220
05/27/2022 07H,30099
05/27/2022 06H,32239
05/27/2022 05H,34442
05/27/2022 04H,35896
05/27/2022 03H,36058
05/27/2022 02H,36509
05/27/2022 01H,36904
05/27/2022 00H,36034
05/26/2022 23H,35658
05/26/2022 22H,34424
05/26/2022 21H,33611
05/26/2022 20H,32820
05/26/2022 19H,32350
05/26/2022 18H,31629
05/26/2022 17H,31318
05/26/2022 16H,31289
05/26/2022 15H,30851
05/26/2022 14H,29428
05/26/2022 13H,28184
05/26/2022 12H,27415
05/26/2022 11H,27506
05/26/2022 10H,28160
05/26/2022 09H,29236
05/26/2022 08H,30925
05/26/2022 07H,33339
05/26/2022 06H,36559
05/26/2022 05H,39544
05/26/2022 04H,41457
05/26/2022 03H,42397
05/26/2022 02H,42898
05/26/2022 01H,42516
05/26/2022 00H,41396
05/25/2022 23H,40121
05/25/2022 22H,38899
05/25/2022 21H,37132
05/25/2022 20H,35943
05/25/2022 19H,34820
05/25/2022 18H,34246
05/25/2022 17H,33382
05/25/2022 16H,32325
05/25/2022 15H,30886
05/25/2022 14H,29279
05/25/2022 13H,27964
05/25/2022 12H,27190
05/25/2022 11H,27180
05/25/2022 10H,27799
05/25/2022 09H,28975
05/25/2022 08H,30494
05/25/2022 07H,32570
05/25/2022 06H,35625
05/25/2022 05H,38584
05/25/2022 04H,40137
05/25/2022 03H,41023
05/25/2022 02H,41324
05/25/2022 01H,40437
05/25/2022 00H,39134
05/24/2022 23H,37425
05/24/2022 22H,35400
05/24/2022 21H,34477
05/24/2022 20H,32026
05/24/2022 19H,31052
05/24/2022 18H,30800
05/24/2022 17H,30578
05/24/2022 16H,29910
05/24/2022 15H,29563
05/24/2022 14H,28449
05/24/2022 13H,26961
05/24/2022 12H,26286
05/24/2022 11H,25987
05/24/2022 10H,26552
05/24/2022 09H,27269
05/24/2022 08H,28615
05/24/2022 07H,30469
05/24/2022 06H,32982
05/24/2022 05H,35543
05/24/2022 04H,36829
05/24/2022 03H,36952
05/24/2022 02H,36675
05/24/2022 01H,35689
05/24/2022 00H,34258
05/23/2022 23H,32831
05/23/2022 22H,31345
05/23/2022 21H,30605
05/23/2022 20H,30066
05/23/2022 19H,30185
05/23/2022 18H,30530
05/23/2022 17H,30680
05/23/2022 16H,30696
05/23/2022 15H,29267
05/23/2022 14H,27773
05/23/2022 13H,25974
05/23/2022 12H,24832
05/23/2022 11H,24555
05/23/2022 10H,25126
05/23/2022 09H,25813
05/23/2022 08H,26445
05/23/2022 07H,28346
05/23/2022 06H,30517
05/23/2022 05H,32426
05/23/2022 04H,33110
05/23/2022 03H,32814
05/23/2022 02H,32468
05/23/2022 01H,30889
05/23/2022 00H,28866
05/22/2022 23H,26637
05/22/2022 22H,25352
05/22/2022 21H,24057
05/22/2022 20H,23458
05/22/2022 19H,23448
05/22/2022 18H,23676
05/22/2022 17H,23977
05/22/2022 16H,24227
05/22/2022 15H,24511
05/22/2022 14H,24239
05/22/2022 13H,24188
05/22/2022 12H,24490
05/22/2022 11H,24651
05/22/2022 10H,25248
05/22/2022 09H,25906
05/22/2022 08H,26788
05/22/2022 07H,27998
05/22/2022 06H,29754
05/22/2022 05H,31272
05/22/2022 04H,32006
05/22/2022 03H,31685
05/22/2022 02H,30678
05/22/2022 01H,29545
05/22/2022 00H,28463
05/21/2022 23H,27066
05/21/2022 22H,25988
05/21/2022 21H,25507
05/21/2022 20H,25275
05/21/2022 19H,25612
05/21/2022 18H,25748
05/21/2022 17H,25983
05/21/2022 16H,26097
05/21/2022 15H,26189
05/21/2022 14H,25593
05/21/2022 13H,25079
05/21/2022 12H,25151
05/21/2022 11H,25000
05/21/2022 10H,25828
05/21/2022 09H,26350
05/21/2022 08H,27371
05/21/2022 07H,28717
05/21/2022 06H,30621
05/21/2022 05H,32267
05/21/2022 04H,32856
05/21/2022 03H,32332
05/21/2022 02H,31753
05/21/2022 01H,30905
05/21/2022 00H,30369
05/20/2022 23H,29262
05/20/2022 22H,28950
05/20/2022 21H,28952
05/20/2022 20H,29045
05/20/2022 19H,29020
05/20/2022 18H,29561
05/20/2022 17H,29795
05/20/2022 16H,30033
05/20/2022 15H,29516
05/20/2022 14H,28318
05/20/2022 13H,26871
05/20/2022 12H,25965
05/20/2022 11H,26008
05/20/2022 10H,26379
05/20/2022 09H,27258
05/20/2022 08H,28483
05/20/2022 07H,30217
05/20/2022 06H,32718
05/20/2022 05H,35058
05/20/2022 04H,36295
05/20/2022 03H,36536
05/20/2022 02H,36317
05/20/2022 01H,35745
05/20/2022 00H,34300
05/19/2022 23H,33449
05/19/2022 22H,32826
05/19/2022 21H,31783
05/19/2022 20H,31104
05/19/2022 19H,31300
05/19/2022 18H,31388
05/19/2022 17H,31539
05/19/2022 16H,31654
05/19/2022 15H,30773
05/19/2022 14H,29250
05/19/2022 13H,27587
05/19/2022 12H,26711
05/19/2022 11H,26725
05/19/2022 10H,27286
05/19/2022 09H,28184
05/19/2022 08H,29345
05/19/2022 07H,31293
05/19/2022 06H,33889
05/19/2022 05H,36613
05/19/2022 04H,38067
05/19/2022 03H,38216
05/19/2022 02H,38182
05/19/2022 01H,37074
05/19/2022 00H,35534
05/18/2022 23H,33396
05/18/2022 22H,31959
05/18/2022 21H,30066
05/18/2022 20H,29353
05/18/2022 19H,28730
05/18/2022 18H,28868
05/18/2022 17H,29587
05/18/2022 16H,30067
05/18/2022 15H,29450
05/18/2022 14H,28517
05/18/2022 13H,27049
05/18/2022 12H,25952
05/18/2022 11H,25648
05/18/2022 10H,26271
05/18/2022 09H,27075
05/18/2022 08H,28471
05/18/2022 07H,30320
05/18/2022 06H,32791
05/18/2022 05H,34519
05/18/2022 04H,35601
05/18/2022 03H,35379
05/18/2022 02H,34763
05/18/2022 01H,33047
05/18/2022 00H,31574
05/17/2022 23H,29929
05/17/2022 22H,28980
05/17/2022 21H,27990
05/17/2022 20H,27375
05/17/2022 19H,27902
05/17/2022 18H,26863
05/17/2022 17H,29963
05/17/2022 16H,30191
05/17/2022 15H,29901
05/17/2022 14H,28473
05/17/2022 13H,27182
05/17/2022 12H,26165
05/17/2022 11H,25860
05/17/2022 10H,26252
05/17/2022 09H,27026
05/17/2022 08H,28034
05/17/2022 07H,29385
05/17/2022 06H,31857
05/17/2022 05H,34307
05/17/2022 04H,35596
05/17/2022 03H,35455
05/17/2022 02H,35284
05/17/2022 01H,34123
05/17/2022 00H,32469
05/16/2022 23H,31039
05/16/2022 22H,30061
05/16/2022 21H,29163
05/16/2022 20H,28791
05/16/2022 19H,28339
05/16/2022 18H,28427
05/16/2022 17H,28593
05/16/2022 16H,28674
05/16/2022 15H,28460
05/16/2022 14H,27360
05/16/2022 13H,26117
05/16/2022 12H,24944
05/16/2022 11H,24721
05/16/2022 10H,25082
05/16/2022 09H,25735
05/16/2022 08H,26925
05/16/2022 07H,28570
05/16/2022 06H,30951
05/16/2022 05H,33314
05/16/2022 04H,34715
05/16/2022 03H,34883
05/16/2022 02H,34658
05/16/2022 01H,33613
05/16/2022 00H,31539
05/15/2022 23H,29392
05/15/2022 22H,28185
05/15/2022 21H,27255
05/15/2022 20H,26539
05/15/2022 19H,25715
05/15/2022 18H,24823
05/15/2022 17H,24566
05/15/2022 16H,24292
05/15/2022 15H,23763
05/15/2022 14H,23719
05/15/2022 13H,24385
05/15/2022 12H,24507
05/15/2022 11H,25008
05/15/2022 10H,25765
05/15/2022 09H,26916
05/15/2022 08H,28558
05/15/2022 07H,30504
05/15/2022 06H,33037
05/15/2022 05H,35314
05/15/2022 04H,36599
05/15/2022 03H,37367
05/15/2022 02H,37412
05/15/2022 01H,35849
05/15/2022 00H,33644
05/14/2022 23H,31396
05/14/2022 22H,29459
05/14/2022 21H,28024
05/14/2022 20H,26792
05/14/2022 19H,26588
05/14/2022 18H,26263
05/14/2022 17H,26084
05/14/2022 16H,25723
05/14/2022 15H,25445
05/14/2022 14H,25146
05/14/2022 13H,25172
05/14/2022 12H,24961
05/14/2022 11H,25154
05/14/2022 10H,25796
05/14/2022 09H,26790
05/14/2022 08H,28163
05/14/2022 07H,29764
05/14/2022 06H,31973
05/14/2022 05H,34081
05/14/2022 04H,35168
05/14/2022 03H,35259
05/14/2022 02H,35047
05/14/2022 01H,33877
05/14/2022 00H,32307
05/13/2022 23H,30016
05/13/2022 22H,28976
05/13/2022 21H,27963
05/13/2022 20H,27186
05/13/2022 19H,26783
05/13/2022 18H,27128
05/13/2022 17H,27567
05/13/2022 16H,28067
05/13/2022 15H,28270
05/13/2022 14H,27322
05/13/2022 13H,26265
05/13/2022 12H,25331
05/13/2022 11H,25151
05/13/2022 10H,25415
05/13/2022 09H,25889
05/13/2022 08H,26752
05/13/2022 07H,28245
05/13/2022 06H,30159
05/13/2022 05H,32290
05/13/2022 04H,32983
05/13/2022 03H,32414
05/13/2022 02H,31294
05/13/2022 01H,29549
05/13/2022 00H,27493
05/12/2022 23H,26694
05/12/2022 22H,26199
05/12/2022 21H,25832
05/12/2022 20H,25881
05/12/2022 19H,26244
05/12/2022 18H,26737
05/12/2022 17H,27491
05/12/2022 16H,28080
05/12/2022 15H,28263
05/12/2022 14H,28042
05/12/2022 13H,26585
05/12/2022 12H,25111
05/12/2022 11H,24831
05/12/2022 10H,24965
05/12/2022 09H,25589
05/12/2022 08H,26471
05/12/2022 07H,27740
05/12/2022 06H,29536
05/12/2022 05H,31542
05/12/2022 04H,32110
05/12/2022 03H,31068
05/12/2022 02H,29206
05/12/2022 01H,27418
05/12/2022 00H,25699
05/11/2022 23H,24561
05/11/2022 22H,24163
05/11/2022 21H,23964
05/11/2022 20H,24242
05/11/2022 19H,24865
05/11/2022 18H,25921
05/11/2022 17H,27158
05/11/2022 16H,28406
05/11/2022 15H,28717
05/11/2022 14H,28281
05/11/2022 13H,26777
05/11/2022 12H,25500
05/11/2022 11H,25035
05/11/2022 10H,25253
05/11/2022 09H,25757
05/11/2022 08H,26549
05/11/2022 07H,27756
05/11/2022 06H,29633
05/11/2022 05H,31556
05/11/2022 04H,32144
05/11/2022 03H,31106
05/11/2022 02H,29494
05/11/2022 01H,27720
05/11/2022 00H,26186
05/10/2022 23H,25250
05/10/2022 22H,25273
05/10/2022 21H,25098
05/10/2022 20H,25207
05/10/2022 19H,25666
05/10/2022 18H,26636
05/10/2022 17H,27191
05/10/2022 16H,28195
05/10/2022 15H,28851
05/10/2022 14H,28182
05/10/2022 13H,26737
05/10/2022 12H,25281
05/10/2022 11H,24728
05/10/2022 10H,24926
05/10/2022 09H,25529
05/10/2022 08H,26363
05/10/2022 07H,27545
05/10/2022 06H,29543
05/10/2022 05H,31448
05/10/2022 04H,32247
05/10/2022 03H,31152
05/10/2022 02H,29464
05/10/2022 01H,27779
05/10/2022 00H,26435
05/9/2022 23H,25599
05/9/2022 22H,25386
05/9/2022 21H,25409
05/9/2022 20H,25819
05/9/2022 19H,26478
05/9/2022 18H,27091
05/9/2022 17H,27668
05/9/2022 16H,28344
05/9/2022 15H,28166
05/9/2022 14H,27135
05/9/2022 13H,25504
05/9/2022 12H,23969
05/9/2022 11H,23542
05/9/2022 10H,23562
05/9/2022 09H,24006
05/9/2022 08H,24788
05/9/2022 07H,25714
05/9/2022 06H,27463
05/9/2022 05H,29036
05/9/2022 04H,29430
05/9/2022 03H,28199
05/9/2022 02H,26374
05/9/2022 01H,24219
05/9/2022 00H,22513
05/8/2022 23H,21236
05/8/2022 22H,20448
05/8/2022 21H,20826
05/8/2022 20H,21699
05/8/2022 19H,22105
05/8/2022 18H,22534
05/8/2022 17H,22740
05/8/2022 16H,22799
05/8/2022 15H,23127
05/8/2022 14H,23360
05/8/2022 13H,23586
05/8/2022 12H,23434
05/8/2022 11H,23608
05/8/2022 10H,24137
05/8/2022 09H,24901
05/8/2022 08H,25947
05/8/2022 07H,27267
05/8/2022 06H,28980
05/8/2022 05H,30402
05/8/2022 04H,31022
05/8/2022 03H,30471
05/8/2022 02H,29419
05/8/2022 01H,27999
05/8/2022 00H,25918
05/7/2022 23H,24365
05/7/2022 22H,23381
05/7/2022 21H,23146
05/7/2022 20H,23317
05/7/2022 19H,23673
05/7/2022 18H,24409
05/7/2022 17H,24894
05/7/2022 16H,25573
05/7/2022 15H,25209
05/7/2022 14H,24983
05/7/2022 13H,25048
05/7/2022 12H,24771
05/7/2022 11H,24826
05/7/2022 10H,25375
05/7/2022 09H,26380
05/7/2022 08H,27606
05/7/2022 07H,29254
05/7/2022 06H,31339
05/7/2022 05H,33274
05/7/2022 04H,34266
05/7/2022 03H,33965
05/7/2022 02H,33746
05/7/2022 01H,32918
05/7/2022 00H,31443
05/6/2022 23H,30382
05/6/2022 22H,29251
05/6/2022 21H,28822
05/6/2022 20H,28284
05/6/2022 19H,28378
05/6/2022 18H,28769
05/6/2022 17H,28887
05/6/2022 16H,28464
05/6/2022 15H,28271
05/6/2022 14H,27723
05/6/2022 13H,26416
05/6/2022 12H,25198
05/6/2022 11H,25184
05/6/2022 10H,25531
05/6/2022 09H,26397
05/6/2022 08H,27508
05/6/2022 07H,29202
05/6/2022 06H,31263
