Demand for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389946&sdid=EBA.SW-ALL.D.H
04:14:53 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.D.H megawatthours
06/20/2022 02H,10474
06/20/2022 01H,10600
06/20/2022 00H,10414
06/19/2022 23H,10136
06/19/2022 22H,9659
06/19/2022 21H,9289
06/19/2022 20H,8898
06/19/2022 19H,8472
06/19/2022 18H,8034
06/19/2022 17H,7679
06/19/2022 16H,7383
06/19/2022 15H,7189
06/19/2022 14H,6966
06/19/2022 13H,7046
06/19/2022 12H,7210
06/19/2022 11H,7354
06/19/2022 10H,7562
06/19/2022 09H,7800
06/19/2022 08H,8069
06/19/2022 07H,8402
06/19/2022 06H,8932
06/19/2022 05H,9297
06/19/2022 04H,9792
06/19/2022 03H,10031
06/19/2022 02H,10336
06/19/2022 01H,10614
06/19/2022 00H,10828
06/18/2022 23H,10917
06/18/2022 22H,10729
06/18/2022 21H,10465
06/18/2022 20H,10358
06/18/2022 19H,9899
06/18/2022 18H,9429
06/18/2022 17H,8867
06/18/2022 16H,8457
06/18/2022 15H,8105
06/18/2022 14H,7787
06/18/2022 13H,7756
06/18/2022 12H,7847
06/18/2022 11H,7947
06/18/2022 10H,8163
06/18/2022 09H,8462
06/18/2022 08H,8944
06/18/2022 07H,9491
06/18/2022 06H,10204
06/18/2022 05H,10735
06/18/2022 04H,11262
06/18/2022 03H,11653
06/18/2022 02H,12027
06/18/2022 01H,12262
06/18/2022 00H,12277
06/17/2022 23H,12171
06/17/2022 22H,12000
06/17/2022 21H,11630
06/17/2022 20H,11440
06/17/2022 19H,10977
06/17/2022 18H,10444
06/17/2022 17H,9809
06/17/2022 16H,9277
06/17/2022 15H,8747
06/17/2022 14H,8323
06/17/2022 13H,8208
06/17/2022 12H,8174
06/17/2022 11H,8272
06/17/2022 10H,8493
06/17/2022 09H,8860
06/17/2022 08H,9408
06/17/2022 07H,15277
06/17/2022 06H,16672
06/17/2022 05H,18075
06/17/2022 04H,19573
06/17/2022 03H,20604
06/17/2022 02H,21645
06/17/2022 01H,22138
06/17/2022 00H,22015
06/16/2022 23H,21545
06/16/2022 22H,20932
06/16/2022 21H,20004
06/16/2022 20H,18857
06/16/2022 19H,17322
06/16/2022 18H,15923
06/16/2022 17H,14626
06/16/2022 16H,13544
06/16/2022 15H,12650
06/16/2022 14H,11897
06/16/2022 13H,11425
06/16/2022 12H,11393
06/16/2022 11H,10451
06/16/2022 10H,11830
06/16/2022 09H,12430
06/16/2022 08H,13395
06/16/2022 07H,13910
06/16/2022 06H,15370
06/16/2022 05H,16911
06/16/2022 04H,18456
06/16/2022 03H,19762
06/16/2022 02H,20942
06/16/2022 01H,21325
06/16/2022 00H,20988
06/15/2022 23H,20346
06/15/2022 22H,19901
06/15/2022 21H,18945
06/15/2022 20H,17727
06/15/2022 19H,16468
06/15/2022 18H,15382
06/15/2022 17H,14356
06/15/2022 16H,13399
06/15/2022 15H,12644
06/15/2022 14H,11924
06/15/2022 13H,11474
06/15/2022 12H,11442
06/15/2022 11H,11557
06/15/2022 10H,11929
06/15/2022 09H,12449
06/15/2022 08H,13298
06/15/2022 07H,14275
06/15/2022 06H,15717
06/15/2022 05H,17079
06/15/2022 04H,18485
06/15/2022 03H,19439
06/15/2022 02H,20448
06/15/2022 01H,20869
06/15/2022 00H,20621
06/14/2022 23H,20076
06/14/2022 22H,19514
06/14/2022 21H,18730
06/14/2022 20H,17881
06/14/2022 19H,16840
06/14/2022 18H,15876
06/14/2022 17H,15011
06/14/2022 16H,14149
06/14/2022 15H,13232
06/14/2022 14H,12498
06/14/2022 13H,12155
06/14/2022 12H,12173
06/14/2022 11H,12294
06/14/2022 10H,12694
06/14/2022 09H,13300
06/14/2022 08H,14094
06/14/2022 07H,14906
06/14/2022 06H,16266
06/14/2022 05H,17831
06/14/2022 04H,19120
06/14/2022 03H,20093
06/14/2022 02H,20987
06/14/2022 01H,21525
06/14/2022 00H,21468
06/13/2022 23H,21194
06/13/2022 22H,20793
06/13/2022 21H,20260
06/13/2022 20H,19717
06/13/2022 19H,18592
06/13/2022 18H,17612
06/13/2022 17H,16556
06/13/2022 16H,15561
06/13/2022 15H,14685
06/13/2022 14H,13608
06/13/2022 13H,13210
06/13/2022 12H,13278
06/13/2022 11H,13459
06/13/2022 10H,13915
06/13/2022 09H,14619
06/13/2022 08H,15385
06/13/2022 07H,16238
06/13/2022 06H,17389
06/13/2022 05H,18662
06/13/2022 04H,20058
06/13/2022 03H,20898
06/13/2022 02H,22104
06/13/2022 01H,22632
06/13/2022 00H,22579
06/12/2022 23H,22276
06/12/2022 22H,21805
06/12/2022 21H,21124
06/12/2022 20H,19930
06/12/2022 19H,18632
06/12/2022 18H,17231
06/12/2022 17H,15841
06/12/2022 16H,14453
06/12/2022 15H,13223
06/12/2022 14H,12373
06/12/2022 13H,12167
06/12/2022 12H,12565
06/12/2022 11H,12905
06/12/2022 10H,13380
06/12/2022 09H,14013
06/12/2022 08H,14764
06/12/2022 07H,15533
06/12/2022 06H,16896
06/12/2022 05H,18605
06/12/2022 04H,19530
06/12/2022 03H,20641
06/12/2022 02H,21804
06/12/2022 01H,22340
06/12/2022 00H,22770
06/11/2022 23H,22497
06/11/2022 22H,22096
06/11/2022 21H,21197
06/11/2022 20H,20089
06/11/2022 19H,18718
06/11/2022 18H,17289
06/11/2022 17H,15801
06/11/2022 16H,14413
06/11/2022 15H,13288
06/11/2022 14H,12398
06/11/2022 13H,12249
06/11/2022 12H,12576
06/11/2022 11H,12959
06/11/2022 10H,13497
06/11/2022 09H,14232
06/11/2022 08H,15073
06/11/2022 07H,16001
06/11/2022 06H,17417
06/11/2022 05H,18915
06/11/2022 04H,20302
06/11/2022 03H,21417
06/11/2022 02H,22504
06/11/2022 01H,23042
06/11/2022 00H,23000
06/10/2022 23H,22566
06/10/2022 22H,22124
06/10/2022 21H,21145
06/10/2022 20H,19799
06/10/2022 19H,18390
06/10/2022 18H,17036
06/10/2022 17H,15725
06/10/2022 16H,14570
06/10/2022 15H,13564
06/10/2022 14H,12694
06/10/2022 13H,12409
06/10/2022 12H,12385
06/10/2022 11H,12507
06/10/2022 10H,12834
06/10/2022 09H,13443
06/10/2022 08H,14175
06/10/2022 07H,15178
06/10/2022 06H,16526
06/10/2022 05H,17997
06/10/2022 04H,19506
06/10/2022 03H,20450
06/10/2022 02H,21318
06/10/2022 01H,21802
06/10/2022 00H,21719
06/9/2022 23H,21474
06/9/2022 22H,21293
06/9/2022 21H,20533
06/9/2022 20H,19453
06/9/2022 19H,18172
06/9/2022 18H,16877
06/9/2022 17H,15644
06/9/2022 16H,14475
06/9/2022 15H,13484
06/9/2022 14H,12683
06/9/2022 13H,12370
06/9/2022 12H,12296
06/9/2022 11H,12295
06/9/2022 10H,12630
06/9/2022 09H,13188
06/9/2022 08H,13967
06/9/2022 07H,14889
06/9/2022 06H,16183
06/9/2022 05H,17614
06/9/2022 04H,18969
06/9/2022 03H,19991
06/9/2022 02H,20766
06/9/2022 01H,21382
06/9/2022 00H,21538
06/8/2022 23H,21454
06/8/2022 22H,21302
06/8/2022 21H,20449
06/8/2022 20H,19157
06/8/2022 19H,17810
06/8/2022 18H,16546
06/8/2022 17H,15330
06/8/2022 16H,14278
06/8/2022 15H,13181
06/8/2022 14H,12375
06/8/2022 13H,11873
06/8/2022 12H,11834
06/8/2022 11H,11930
06/8/2022 10H,12348
06/8/2022 09H,12975
06/8/2022 08H,13811
06/8/2022 07H,14809
06/8/2022 06H,16170
06/8/2022 05H,17692
06/8/2022 04H,19208
06/8/2022 03H,20280
06/8/2022 02H,21246
06/8/2022 01H,21560
06/8/2022 00H,21264
06/7/2022 23H,20724
06/7/2022 22H,20360
06/7/2022 21H,19486
06/7/2022 20H,18379
06/7/2022 19H,17123
06/7/2022 18H,15905
06/7/2022 17H,14719
06/7/2022 16H,13699
06/7/2022 15H,12790
06/7/2022 14H,12117
06/7/2022 13H,11632
06/7/2022 12H,11452
06/7/2022 11H,11525
06/7/2022 10H,11930
06/7/2022 09H,12639
06/7/2022 08H,13543
06/7/2022 07H,14707
06/7/2022 06H,16188
06/7/2022 05H,17517
06/7/2022 04H,19004
06/7/2022 03H,19996
06/7/2022 02H,20919
06/7/2022 01H,21137
06/7/2022 00H,20618
06/6/2022 23H,19956
06/6/2022 22H,19608
06/6/2022 21H,18723
06/6/2022 20H,17649
06/6/2022 19H,16448
06/6/2022 18H,15235
06/6/2022 17H,14158
06/6/2022 16H,13249
06/6/2022 15H,12379
06/6/2022 14H,11713
06/6/2022 13H,11256
06/6/2022 12H,11142
06/6/2022 11H,11159
06/6/2022 10H,11434
06/6/2022 09H,12000
06/6/2022 08H,12744
06/6/2022 07H,13545
06/6/2022 06H,14804
06/6/2022 05H,16162
06/6/2022 04H,17440
06/6/2022 03H,18264
06/6/2022 02H,19012
06/6/2022 01H,19205
06/6/2022 00H,18759
06/5/2022 23H,18044
06/5/2022 22H,17381
06/5/2022 21H,16399
06/5/2022 20H,15408
06/5/2022 19H,14381
06/5/2022 18H,13347
06/5/2022 17H,12355
06/5/2022 16H,11522
06/5/2022 15H,10524
06/5/2022 14H,10098
06/5/2022 13H,10083
06/5/2022 12H,10369
06/5/2022 11H,10659
06/5/2022 10H,11052
06/5/2022 09H,11643
06/5/2022 08H,12342
06/5/2022 07H,13529
06/5/2022 06H,14363
06/5/2022 05H,15414
06/5/2022 04H,16383
06/5/2022 03H,17191
06/5/2022 02H,18041
06/5/2022 01H,18430
06/5/2022 00H,18244
06/4/2022 23H,17614
06/4/2022 22H,17139
06/4/2022 21H,16336
06/4/2022 20H,15273
06/4/2022 19H,14304
06/4/2022 18H,13290
06/4/2022 17H,12351
06/4/2022 16H,11600
06/4/2022 15H,10751
06/4/2022 14H,10220
06/4/2022 13H,10107
06/4/2022 12H,10286
06/4/2022 11H,10543
06/4/2022 10H,10908
06/4/2022 09H,11576
06/4/2022 08H,12345
06/4/2022 07H,13334
06/4/2022 06H,14610
06/4/2022 05H,15756
06/4/2022 04H,16853
06/4/2022 03H,17669
06/4/2022 02H,18407
06/4/2022 01H,18849
06/4/2022 00H,18971
06/3/2022 23H,18681
06/3/2022 22H,18306
06/3/2022 21H,17365
06/3/2022 20H,16226
06/3/2022 19H,15140
06/3/2022 18H,14145
06/3/2022 17H,13205
06/3/2022 16H,12441
06/3/2022 15H,11634
06/3/2022 14H,11107
06/3/2022 13H,10794
06/3/2022 12H,10709
06/3/2022 11H,10694
06/3/2022 10H,10987
06/3/2022 09H,11491
06/3/2022 08H,12009
06/3/2022 07H,12880
06/3/2022 06H,14197
06/3/2022 05H,15663
06/3/2022 04H,17023
06/3/2022 03H,17860
06/3/2022 02H,18761
06/3/2022 01H,19079
06/3/2022 00H,18916
06/2/2022 23H,18308
06/2/2022 22H,17956
06/2/2022 21H,17217
06/2/2022 20H,16050
06/2/2022 19H,14799
06/2/2022 18H,13623
06/2/2022 17H,12720
06/2/2022 16H,12008
06/2/2022 15H,11246
06/2/2022 14H,10787
06/2/2022 13H,10470
06/2/2022 12H,10306
06/2/2022 11H,10276
06/2/2022 10H,10515
06/2/2022 09H,11048
06/2/2022 08H,11749
06/2/2022 07H,12591
06/2/2022 06H,13881
06/2/2022 05H,15304
06/2/2022 04H,16626
06/2/2022 03H,17535
06/2/2022 02H,18416
06/2/2022 01H,18710
06/2/2022 00H,18384
06/1/2022 23H,17772
06/1/2022 22H,17393
06/1/2022 21H,16431
06/1/2022 20H,15392
06/1/2022 19H,14329
06/1/2022 18H,13301
06/1/2022 17H,12471
06/1/2022 16H,11819
06/1/2022 15H,11164
06/1/2022 14H,10778
06/1/2022 13H,10440
06/1/2022 12H,10258
06/1/2022 11H,10208
06/1/2022 10H,10460
06/1/2022 09H,10901
06/1/2022 08H,11536
06/1/2022 07H,12572
06/1/2022 06H,13760
06/1/2022 05H,14987
06/1/2022 04H,16207
06/1/2022 03H,16907
06/1/2022 02H,17642
06/1/2022 01H,17841
06/1/2022 00H,17414
05/31/2022 23H,16764
05/31/2022 22H,16400
05/31/2022 21H,15530
05/31/2022 20H,14583
05/31/2022 19H,13673
05/31/2022 18H,12801
05/31/2022 17H,12036
05/31/2022 16H,11510
05/31/2022 15H,11088
05/31/2022 14H,10692
05/31/2022 13H,10320
05/31/2022 12H,10141
05/31/2022 11H,10030
05/31/2022 10H,10232
05/31/2022 09H,10623
05/31/2022 08H,11233
05/31/2022 07H,12060
05/31/2022 06H,13076
05/31/2022 05H,14070
05/31/2022 04H,15124
05/31/2022 03H,15588
05/31/2022 02H,16159
05/31/2022 01H,16405
05/31/2022 00H,16730
05/30/2022 23H,15548
05/30/2022 22H,14959
05/30/2022 21H,14263
05/30/2022 20H,13504
05/30/2022 19H,12819
05/30/2022 18H,12129
05/30/2022 17H,11438
05/30/2022 16H,10865
05/30/2022 15H,10432
05/30/2022 14H,10171
05/30/2022 13H,10135
05/30/2022 12H,10285
05/30/2022 11H,10393
05/30/2022 10H,10670
05/30/2022 09H,11080
05/30/2022 08H,11637
05/30/2022 07H,12415
05/30/2022 06H,13331
05/30/2022 05H,14038
05/30/2022 04H,14793
05/30/2022 03H,15311
05/30/2022 02H,15884
05/30/2022 01H,16222
05/30/2022 00H,16237
05/29/2022 23H,15614
05/29/2022 22H,14943
05/29/2022 21H,14281
05/29/2022 20H,13585
05/29/2022 19H,12898
05/29/2022 18H,12260
05/29/2022 17H,11637
05/29/2022 16H,11127
05/29/2022 15H,10608
05/29/2022 14H,10265
05/29/2022 13H,10293
05/29/2022 12H,10501
05/29/2022 11H,10725
05/29/2022 10H,11079
05/29/2022 09H,11590
05/29/2022 08H,12213
05/29/2022 07H,13068
05/29/2022 06H,14057
05/29/2022 05H,14836
05/29/2022 04H,15906
05/29/2022 03H,16640
05/29/2022 02H,17478
05/29/2022 01H,18020
05/29/2022 00H,17893
05/28/2022 23H,17305
05/28/2022 22H,16860
05/28/2022 21H,16089
05/28/2022 20H,15205
05/28/2022 19H,14286
05/28/2022 18H,13322
05/28/2022 17H,12472
05/28/2022 16H,11623
05/28/2022 15H,10943
05/28/2022 14H,10571
05/28/2022 13H,10500
05/28/2022 12H,10678
05/28/2022 11H,10900
05/28/2022 10H,11352
05/28/2022 09H,11969
05/28/2022 08H,12750
05/28/2022 07H,13737
05/28/2022 06H,14989
05/28/2022 05H,16095
05/28/2022 04H,17355
05/28/2022 03H,18253
05/28/2022 02H,19277
05/28/2022 01H,19995
05/28/2022 00H,19889
05/27/2022 23H,19470
05/27/2022 22H,19201
05/27/2022 21H,18348
05/27/2022 20H,17265
05/27/2022 19H,16074
05/27/2022 18H,14944
05/27/2022 17H,13864
05/27/2022 16H,12965
05/27/2022 15H,12260
05/27/2022 14H,11600
05/27/2022 13H,11153
05/27/2022 12H,11049
05/27/2022 11H,11098
05/27/2022 10H,11485
05/27/2022 09H,12072
05/27/2022 08H,12893
05/27/2022 07H,13926
05/27/2022 06H,15195
05/27/2022 05H,16334
05/27/2022 04H,17647
05/27/2022 03H,18671
05/27/2022 02H,19712
05/27/2022 01H,20037
05/27/2022 00H,19842
05/26/2022 23H,19189
05/26/2022 22H,18761
05/26/2022 21H,17731
05/26/2022 20H,16519
05/26/2022 19H,15245
05/26/2022 18H,14069
05/26/2022 17H,13094
05/26/2022 16H,12377
05/26/2022 15H,11780
05/26/2022 14H,11323
05/26/2022 13H,10666
05/26/2022 12H,10492
05/26/2022 11H,10462
05/26/2022 10H,10793
05/26/2022 09H,11310
05/26/2022 08H,11983
05/26/2022 07H,12959
05/26/2022 06H,14222
05/26/2022 05H,15451
05/26/2022 04H,16622
05/26/2022 03H,17452
05/26/2022 02H,18264
05/26/2022 01H,18353
05/26/2022 00H,18218
05/25/2022 23H,17618
05/25/2022 22H,16901
05/25/2022 21H,15931
05/25/2022 20H,14768
05/25/2022 19H,13689
05/25/2022 18H,12755
05/25/2022 17H,11934
05/25/2022 16H,11402
05/25/2022 15H,10744
05/25/2022 14H,10428
05/25/2022 13H,10327
05/25/2022 12H,10137
05/25/2022 11H,10098
05/25/2022 10H,10349
05/25/2022 09H,10788
05/25/2022 08H,11362
05/25/2022 07H,13190
05/25/2022 06H,14388
05/25/2022 05H,14575
05/25/2022 04H,15535
05/25/2022 03H,16141
05/25/2022 02H,16754
05/25/2022 01H,16905
05/25/2022 00H,16819
05/24/2022 23H,16154
05/24/2022 22H,15639
05/24/2022 21H,14926
05/24/2022 20H,14112
05/24/2022 19H,13242
05/24/2022 18H,12557
05/24/2022 17H,11825
05/24/2022 16H,11388
05/24/2022 15H,10812
05/24/2022 14H,10490
05/24/2022 13H,10317
05/24/2022 12H,10136
05/24/2022 11H,10102
05/24/2022 10H,10326
05/24/2022 09H,10755
05/24/2022 08H,11369
05/24/2022 07H,12184
05/24/2022 06H,13293
05/24/2022 05H,14280
05/24/2022 04H,15238
05/24/2022 03H,15727
05/24/2022 02H,16187
05/24/2022 01H,16429
05/24/2022 00H,16435
05/23/2022 23H,15890
05/23/2022 22H,15425
05/23/2022 21H,14651
05/23/2022 20H,13767
05/23/2022 19H,12911
05/23/2022 18H,12256
05/23/2022 17H,11630
05/23/2022 16H,11146
05/23/2022 15H,10543
05/23/2022 14H,10233
05/23/2022 13H,10070
05/23/2022 12H,9775
05/23/2022 11H,9653
05/23/2022 10H,9809
05/23/2022 09H,10203
05/23/2022 08H,10751
05/23/2022 07H,11542
05/23/2022 06H,12643
05/23/2022 05H,13642
05/23/2022 04H,14635
05/23/2022 03H,15234
05/23/2022 02H,15768
05/23/2022 01H,15857
05/23/2022 00H,15683
05/22/2022 23H,14905
05/22/2022 22H,14135
05/22/2022 21H,13373
05/22/2022 20H,12629
05/22/2022 19H,11932
05/22/2022 18H,11207
05/22/2022 17H,10534
05/22/2022 16H,10063
05/22/2022 15H,9713
05/22/2022 14H,9435
05/22/2022 13H,9400
05/22/2022 12H,9547
05/22/2022 11H,9730
05/22/2022 10H,10045
05/22/2022 09H,10463
05/22/2022 08H,11099
05/22/2022 07H,11847
05/22/2022 06H,12791
05/22/2022 05H,13581
05/22/2022 04H,14460
05/22/2022 03H,15093
05/22/2022 02H,15740
05/22/2022 01H,16016
05/22/2022 00H,15941
05/21/2022 23H,15298
05/21/2022 22H,14544
05/21/2022 21H,13748
05/21/2022 20H,13024
05/21/2022 19H,12369
05/21/2022 18H,11733
05/21/2022 17H,11154
05/21/2022 16H,10725
05/21/2022 15H,10008
05/21/2022 14H,9711
05/21/2022 13H,9762
05/21/2022 12H,9860
05/21/2022 11H,10027
05/21/2022 10H,10322
05/21/2022 09H,10743
05/21/2022 08H,11355
05/21/2022 07H,12144
05/21/2022 06H,13123
05/21/2022 05H,13918
05/21/2022 04H,14791
05/21/2022 03H,15349
05/21/2022 02H,16095
05/21/2022 01H,16577
05/21/2022 00H,16747
05/20/2022 23H,16314
05/20/2022 22H,15656
05/20/2022 21H,14861
05/20/2022 20H,13967
05/20/2022 19H,13143
05/20/2022 18H,12474
05/20/2022 17H,11867
05/20/2022 16H,11510
05/20/2022 15H,10940
05/20/2022 14H,10608
05/20/2022 13H,10387
05/20/2022 12H,10177
05/20/2022 11H,10158
05/20/2022 10H,10396
05/20/2022 09H,10900
05/20/2022 08H,11614
05/20/2022 07H,12568
05/20/2022 06H,13803
05/20/2022 05H,14986
05/20/2022 04H,16101
05/20/2022 03H,16707
05/20/2022 02H,17386
05/20/2022 01H,17836
05/20/2022 00H,18002
05/19/2022 23H,17504
05/19/2022 22H,16927
05/19/2022 21H,16087
05/19/2022 20H,15033
05/19/2022 19H,14102
05/19/2022 18H,13138
05/19/2022 17H,12354
05/19/2022 16H,11782
05/19/2022 15H,11322
05/19/2022 14H,10927
05/19/2022 13H,10683
05/19/2022 12H,10446
05/19/2022 11H,10427
05/19/2022 10H,10742
05/19/2022 09H,11234
05/19/2022 08H,11961
05/19/2022 07H,12960
05/19/2022 06H,14269
05/19/2022 05H,15481
05/19/2022 04H,16608
05/19/2022 03H,17348
05/19/2022 02H,18124
05/19/2022 01H,18471
05/19/2022 00H,18489
05/18/2022 23H,17909
05/18/2022 22H,17389
05/18/2022 21H,16512
05/18/2022 20H,15515
05/18/2022 19H,14566
05/18/2022 18H,13586
05/18/2022 17H,12765
05/18/2022 16H,12134
05/18/2022 15H,11399
05/18/2022 14H,10981
05/18/2022 13H,10742
05/18/2022 12H,10509
05/18/2022 11H,10463
05/18/2022 10H,10752
05/18/2022 09H,11219
05/18/2022 08H,11885
05/18/2022 07H,12832
05/18/2022 06H,14189
05/18/2022 05H,15407
05/18/2022 04H,16646
05/18/2022 03H,17450
05/18/2022 02H,18322
05/18/2022 01H,18624
05/18/2022 00H,18559
05/17/2022 23H,17935
05/17/2022 22H,17213
05/17/2022 21H,16281
05/17/2022 20H,15318
05/17/2022 19H,14333
05/17/2022 18H,13455
05/17/2022 17H,12639
05/17/2022 16H,12000
05/17/2022 15H,11386
05/17/2022 14H,11000
05/17/2022 13H,10699
05/17/2022 12H,10455
05/17/2022 11H,10376
05/17/2022 10H,10636
05/17/2022 09H,11063
05/17/2022 08H,11736
05/17/2022 07H,12718
05/17/2022 06H,14074
05/17/2022 05H,15428
05/17/2022 04H,16822
05/17/2022 03H,17830
05/17/2022 02H,18856
05/17/2022 01H,19181
05/17/2022 00H,19178
05/16/2022 23H,18571
05/16/2022 22H,17927
05/16/2022 21H,17036
05/16/2022 20H,15917
05/16/2022 19H,14717
05/16/2022 18H,13662
05/16/2022 17H,12716
05/16/2022 16H,12087
05/16/2022 15H,11246
05/16/2022 14H,10795
05/16/2022 13H,10536
05/16/2022 12H,10308
05/16/2022 11H,10266
05/16/2022 10H,10549
05/16/2022 09H,11023
05/16/2022 08H,11658
05/16/2022 07H,12581
05/16/2022 06H,13878
05/16/2022 05H,15135
05/16/2022 04H,16393
05/16/2022 03H,17432
05/16/2022 02H,18606
05/16/2022 01H,19192
05/16/2022 00H,19109
05/15/2022 23H,18297
05/15/2022 22H,17302
05/15/2022 21H,16067
05/15/2022 20H,14730
05/15/2022 19H,13324
05/15/2022 18H,11994
05/15/2022 17H,10898
05/15/2022 16H,10079
05/15/2022 15H,9528
05/15/2022 14H,9264
05/15/2022 13H,9310
05/15/2022 12H,9414
05/15/2022 11H,9556
05/15/2022 10H,9847
05/15/2022 09H,10316
05/15/2022 08H,11023
05/15/2022 07H,11869
05/15/2022 06H,12955
05/15/2022 05H,14004
05/15/2022 04H,15213
05/15/2022 03H,16435
05/15/2022 02H,17572
05/15/2022 01H,17990
05/15/2022 00H,17752
05/14/2022 23H,16929
05/14/2022 22H,15966
05/14/2022 21H,14727
05/14/2022 20H,13497
05/14/2022 19H,12341
05/14/2022 18H,11349
05/14/2022 17H,10575
05/14/2022 16H,10080
05/14/2022 15H,9511
05/14/2022 14H,9371
05/14/2022 13H,9546
05/14/2022 12H,9588
05/14/2022 11H,9628
05/14/2022 10H,9833
05/14/2022 09H,10192
05/14/2022 08H,10779
05/14/2022 07H,11540
05/14/2022 06H,12579
05/14/2022 05H,13460
05/14/2022 04H,14464
05/14/2022 03H,15237
05/14/2022 02H,15928
05/14/2022 01H,16101
05/14/2022 00H,15902
05/13/2022 23H,14989
05/13/2022 22H,14034
05/13/2022 21H,13029
05/13/2022 20H,12052
05/13/2022 19H,11217
05/13/2022 18H,10637
05/13/2022 17H,10290
05/13/2022 16H,10231
05/13/2022 15H,9998
05/13/2022 14H,9986
05/13/2022 13H,9863
05/13/2022 12H,9574
05/13/2022 11H,9397
05/13/2022 10H,9479
05/13/2022 09H,9730
05/13/2022 08H,10141
05/13/2022 07H,10809
05/13/2022 06H,11709
05/13/2022 05H,12538
05/13/2022 04H,13420
05/13/2022 03H,13878
05/13/2022 02H,14226
05/13/2022 01H,14231
05/13/2022 00H,13991
05/12/2022 23H,13224
05/12/2022 22H,12523
05/12/2022 21H,11835
05/12/2022 20H,11210
05/12/2022 19H,10724
05/12/2022 18H,10440
05/12/2022 17H,10248
05/12/2022 16H,10238
05/12/2022 15H,10157
05/12/2022 14H,10201
05/12/2022 13H,10121
05/12/2022 12H,9789
05/12/2022 11H,9617
05/12/2022 10H,9698
05/12/2022 09H,9992
05/12/2022 08H,10453
05/12/2022 07H,11089
05/12/2022 06H,12031
05/12/2022 05H,12852
05/12/2022 04H,13764
05/12/2022 03H,14060
05/12/2022 02H,14353
05/12/2022 01H,14716
05/12/2022 00H,14677
05/11/2022 23H,14215
05/11/2022 22H,13824
05/11/2022 21H,13151
05/11/2022 20H,12460
05/11/2022 19H,11733
05/11/2022 18H,11138
05/11/2022 17H,10794
05/11/2022 16H,10619
05/11/2022 15H,10410
05/11/2022 14H,10301
05/11/2022 13H,10206
05/11/2022 12H,9846
05/11/2022 11H,9704
05/11/2022 10H,9846
05/11/2022 09H,10166
05/11/2022 08H,10687
05/11/2022 07H,11457
05/11/2022 06H,12528
05/11/2022 05H,13478
05/11/2022 04H,14429
05/11/2022 03H,14898
05/11/2022 02H,15292
05/11/2022 01H,15528
05/11/2022 00H,15372
05/10/2022 23H,14636
05/10/2022 22H,13948
05/10/2022 21H,13235
05/10/2022 20H,12568
05/10/2022 19H,11838
05/10/2022 18H,11242
05/10/2022 17H,10853
05/10/2022 16H,10672
05/10/2022 15H,10368
05/10/2022 14H,10270
05/10/2022 13H,10127
05/10/2022 12H,9788
05/10/2022 11H,9675
05/10/2022 10H,9795
05/10/2022 09H,10120
05/10/2022 08H,10605
05/10/2022 07H,11281
05/10/2022 06H,12328
05/10/2022 05H,13334
05/10/2022 04H,14315
05/10/2022 03H,14708
05/10/2022 02H,15008
05/10/2022 01H,15086
05/10/2022 00H,14912
05/9/2022 23H,14273
05/9/2022 22H,13684
05/9/2022 21H,13070
05/9/2022 20H,12451
05/9/2022 19H,11902
05/9/2022 18H,11545
05/9/2022 17H,11155
05/9/2022 16H,10933
05/9/2022 15H,10649
05/9/2022 14H,10510
05/9/2022 13H,10300
05/9/2022 12H,9958
05/9/2022 11H,9829
05/9/2022 10H,9973
05/9/2022 09H,10352
05/9/2022 08H,10870
05/9/2022 07H,11596
05/9/2022 06H,12573
05/9/2022 05H,13455
05/9/2022 04H,14298
05/9/2022 03H,14774
05/9/2022 02H,15269
05/9/2022 01H,15544
05/9/2022 00H,15475
05/8/2022 23H,14918
05/8/2022 22H,14213
05/8/2022 21H,13553
05/8/2022 20H,12879
05/8/2022 19H,12211
05/8/2022 18H,11630
05/8/2022 17H,11109
05/8/2022 16H,10581
05/8/2022 15H,10178
05/8/2022 14H,9867
05/8/2022 13H,9869
05/8/2022 12H,10024
05/8/2022 11H,10242
05/8/2022 10H,10552
05/8/2022 09H,11076
05/8/2022 08H,11708
05/8/2022 07H,12498
05/8/2022 06H,13431
05/8/2022 05H,14135
05/8/2022 04H,15011
05/8/2022 03H,15829
05/8/2022 02H,16502
05/8/2022 01H,16879
05/8/2022 00H,16887
05/7/2022 23H,16309
05/7/2022 22H,15458
05/7/2022 21H,14586
05/7/2022 20H,13682
05/7/2022 19H,12792
05/7/2022 18H,11971
05/7/2022 17H,11199
05/7/2022 16H,10577
05/7/2022 15H,9844
05/7/2022 14H,9627
05/7/2022 13H,9768
05/7/2022 12H,9780
05/7/2022 11H,9859
05/7/2022 10H,10137
05/7/2022 09H,10583
05/7/2022 08H,11185
05/7/2022 07H,12008
05/7/2022 06H,13010
05/7/2022 05H,13948
05/7/2022 04H,14961
05/7/2022 03H,15841
05/7/2022 02H,16488
05/7/2022 01H,16855
05/7/2022 00H,16798
05/6/2022 23H,16116
05/6/2022 22H,15359
05/6/2022 21H,14454
05/6/2022 20H,13462
05/6/2022 19H,12564
05/6/2022 18H,11714
05/6/2022 17H,11094
