Demand for New England (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389942&sdid=EBA.NE-ALL.D.H
12:32:10 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.D.H megawatthours
05/6/2022 15H,10821
05/6/2022 14H,11259
05/6/2022 13H,11663
05/6/2022 12H,11660
05/6/2022 11H,11055
05/6/2022 10H,9968
05/6/2022 09H,9247
05/6/2022 08H,8991
05/6/2022 07H,9022
05/6/2022 06H,9222
05/6/2022 05H,9605
05/6/2022 04H,10248
05/6/2022 03H,11208
05/6/2022 02H,12242
05/6/2022 01H,12938
05/6/2022 00H,12766
05/5/2022 23H,12345
05/5/2022 22H,11661
05/5/2022 21H,10941
05/5/2022 20H,10423
05/5/2022 19H,9964
05/5/2022 18H,9792
05/5/2022 17H,9731
05/5/2022 16H,9886
05/5/2022 15H,10029
05/5/2022 14H,10344
05/5/2022 13H,10896
05/5/2022 12H,11635
05/5/2022 11H,11420
05/5/2022 10H,10350
05/5/2022 09H,9855
05/5/2022 08H,9840
05/5/2022 07H,9825
05/5/2022 06H,9803
05/5/2022 05H,10169
05/5/2022 04H,10742
05/5/2022 03H,11446
05/5/2022 02H,12506
05/5/2022 01H,13310
05/5/2022 00H,13467
05/4/2022 23H,13508
05/4/2022 22H,13409
05/4/2022 21H,13045
05/4/2022 20H,12823
05/4/2022 19H,12784
05/4/2022 18H,12975
05/4/2022 17H,13209
05/4/2022 16H,13421
05/4/2022 15H,13412
05/4/2022 14H,13287
05/4/2022 13H,12946
05/4/2022 12H,12481
05/4/2022 11H,11604
05/4/2022 10H,10908
05/4/2022 09H,10528
05/4/2022 08H,10286
05/4/2022 07H,10326
05/4/2022 06H,10425
05/4/2022 05H,10355
05/4/2022 04H,10829
05/4/2022 03H,11369
05/4/2022 02H,12420
05/4/2022 01H,13217
05/4/2022 00H,13224
05/3/2022 23H,12955
05/3/2022 22H,12493
05/3/2022 21H,11754
05/3/2022 20H,11437
05/3/2022 19H,11588
05/3/2022 18H,11994
05/3/2022 17H,12054
05/3/2022 16H,12214
05/3/2022 15H,12319
05/3/2022 14H,12582
05/3/2022 13H,12707
05/3/2022 12H,12521
05/3/2022 11H,11630
05/3/2022 10H,10680
05/3/2022 09H,10137
05/3/2022 08H,10126
05/3/2022 07H,10144
05/3/2022 06H,10295
05/3/2022 05H,10409
05/3/2022 04H,10670
05/3/2022 03H,11337
05/3/2022 02H,12400
05/3/2022 01H,13247
05/3/2022 00H,13520
05/2/2022 23H,13577
05/2/2022 22H,13358
05/2/2022 21H,12799
05/2/2022 20H,12444
05/2/2022 19H,12370
05/2/2022 18H,12419
05/2/2022 17H,12203
05/2/2022 16H,12072
05/2/2022 15H,12133
05/2/2022 14H,12058
05/2/2022 13H,12014
05/2/2022 12H,11862
05/2/2022 11H,11142
05/2/2022 10H,10115
05/2/2022 09H,9755
05/2/2022 08H,9706
05/2/2022 07H,9615
05/2/2022 06H,9517
05/2/2022 05H,9393
05/2/2022 04H,9772
05/2/2022 03H,10644
05/2/2022 02H,11593
05/2/2022 01H,12267
05/2/2022 00H,12111
05/1/2022 23H,11609
05/1/2022 22H,10540
05/1/2022 21H,9395
05/1/2022 20H,8941
05/1/2022 19H,8272
05/1/2022 18H,8156
05/1/2022 17H,8240
05/1/2022 16H,8355
05/1/2022 15H,8393
05/1/2022 14H,8396
05/1/2022 13H,8939
05/1/2022 12H,9456
05/1/2022 11H,9643
05/1/2022 10H,9447
05/1/2022 09H,9204
05/1/2022 08H,9110
05/1/2022 07H,9144
05/1/2022 06H,9303
05/1/2022 05H,9624
05/1/2022 04H,10150
05/1/2022 03H,10852
05/1/2022 02H,11545
05/1/2022 01H,12000
05/1/2022 00H,11743
04/30/2022 23H,11233
04/30/2022 22H,10270
04/30/2022 21H,9495
04/30/2022 20H,9062
04/30/2022 19H,8938
04/30/2022 18H,8983
04/30/2022 17H,8855
04/30/2022 16H,8784
04/30/2022 15H,8680
04/30/2022 14H,9423
04/30/2022 13H,10149
04/30/2022 12H,10481
04/30/2022 11H,10450
04/30/2022 10H,10063
04/30/2022 09H,9719
04/30/2022 08H,9561
04/30/2022 07H,9611
04/30/2022 06H,9772
04/30/2022 05H,10123
04/30/2022 04H,10682
04/30/2022 03H,11498
04/30/2022 02H,12336
04/30/2022 01H,12853
04/30/2022 00H,12695
04/29/2022 23H,12256
04/29/2022 22H,11525
04/29/2022 21H,11007
04/29/2022 20H,10483
04/29/2022 19H,10246
04/29/2022 18H,10255
04/29/2022 17H,10002
04/29/2022 16H,10197
04/29/2022 15H,10466
04/29/2022 14H,10668
04/29/2022 13H,11472
04/29/2022 12H,12294
04/29/2022 11H,12151
04/29/2022 10H,11045
04/29/2022 09H,10572
04/29/2022 08H,10488
04/29/2022 07H,10445
04/29/2022 06H,10527
04/29/2022 05H,10309
04/29/2022 04H,10896
04/29/2022 03H,11813
04/29/2022 02H,12828
04/29/2022 01H,13473
04/29/2022 00H,13267
04/28/2022 23H,12662
04/28/2022 22H,11676
04/28/2022 21H,10871
04/28/2022 20H,10810
04/28/2022 19H,10922
04/28/2022 18H,10585
04/28/2022 17H,10636
04/28/2022 16H,10766
04/28/2022 15H,11048
04/28/2022 14H,11484
04/28/2022 13H,12106
04/28/2022 12H,12592
04/28/2022 11H,12251
04/28/2022 10H,11094
04/28/2022 09H,10706
04/28/2022 08H,10382
04/28/2022 07H,10384
04/28/2022 06H,10392
04/28/2022 05H,10273
04/28/2022 04H,10845
04/28/2022 03H,11715
04/28/2022 02H,12712
04/28/2022 01H,13411
04/28/2022 00H,13333
04/27/2022 23H,12879
04/27/2022 22H,12333
04/27/2022 21H,11746
04/27/2022 20H,11542
04/27/2022 19H,11123
04/27/2022 18H,11274
04/27/2022 17H,11282
04/27/2022 16H,11307
04/27/2022 15H,11137
04/27/2022 14H,11212
04/27/2022 13H,11607
04/27/2022 12H,12000
04/27/2022 11H,11489
04/27/2022 10H,10320
04/27/2022 09H,9781
04/27/2022 08H,9646
04/27/2022 07H,9804
04/27/2022 06H,9900
04/27/2022 05H,9976
04/27/2022 04H,10386
04/27/2022 03H,11298
04/27/2022 02H,12362
04/27/2022 01H,13234
04/27/2022 00H,13656
04/26/2022 23H,13735
04/26/2022 22H,13639
04/26/2022 21H,13268
04/26/2022 20H,12916
04/26/2022 19H,12765
04/26/2022 18H,12701
04/26/2022 17H,12665
04/26/2022 16H,12706
04/26/2022 15H,12735
04/26/2022 14H,12749
04/26/2022 13H,12691
04/26/2022 12H,12438
04/26/2022 11H,11545
04/26/2022 10H,10550
04/26/2022 09H,9789
04/26/2022 08H,9730
04/26/2022 07H,9741
04/26/2022 06H,9916
04/26/2022 05H,9827
04/26/2022 04H,10250
04/26/2022 03H,11177
04/26/2022 02H,12204
04/26/2022 01H,13006
04/26/2022 00H,12995
04/25/2022 23H,12454
04/25/2022 22H,11803
04/25/2022 21H,11101
04/25/2022 20H,10917
04/25/2022 19H,10984
04/25/2022 18H,10756
04/25/2022 17H,10580
04/25/2022 16H,10507
04/25/2022 15H,10427
04/25/2022 14H,11124
04/25/2022 13H,11847
04/25/2022 12H,12090
04/25/2022 11H,11546
04/25/2022 10H,10346
04/25/2022 09H,9724
04/25/2022 08H,9402
04/25/2022 07H,9328
04/25/2022 06H,9382
04/25/2022 05H,9469
04/25/2022 04H,10014
04/25/2022 03H,10832
04/25/2022 02H,11756
04/25/2022 01H,12429
04/25/2022 00H,12355
04/24/2022 23H,11912
04/24/2022 22H,11237
04/24/2022 21H,10445
04/24/2022 20H,9762
04/24/2022 19H,9467
04/24/2022 18H,9712
04/24/2022 17H,9938
04/24/2022 16H,9836
04/24/2022 15H,9891
04/24/2022 14H,10222
04/24/2022 13H,10386
04/24/2022 12H,10302
04/24/2022 11H,9646
04/24/2022 10H,9263
04/24/2022 09H,9464
04/24/2022 08H,9389
04/24/2022 07H,9461
04/24/2022 06H,9578
04/24/2022 05H,9415
04/24/2022 04H,9954
04/24/2022 03H,10661
04/24/2022 02H,11393
04/24/2022 01H,11935
04/24/2022 00H,11983
04/23/2022 23H,11646
04/23/2022 22H,11419
04/23/2022 21H,10559
04/23/2022 20H,10093
04/23/2022 19H,9598
04/23/2022 18H,9138
04/23/2022 17H,9088
04/23/2022 16H,9279
04/23/2022 15H,9315
04/23/2022 14H,9351
04/23/2022 13H,9714
04/23/2022 12H,10062
04/23/2022 11H,10049
04/23/2022 10H,9679
04/23/2022 09H,9310
04/23/2022 08H,9450
04/23/2022 07H,9487
04/23/2022 06H,9370
04/23/2022 05H,9739
04/23/2022 04H,10318
04/23/2022 03H,11090
04/23/2022 02H,11900
04/23/2022 01H,12457
04/23/2022 00H,12375
04/22/2022 23H,11941
04/22/2022 22H,11059
04/22/2022 21H,10246
04/22/2022 20H,9860
04/22/2022 19H,9690
04/22/2022 18H,9725
04/22/2022 17H,9652
04/22/2022 16H,9939
04/22/2022 15H,10253
04/22/2022 14H,10636
04/22/2022 13H,11232
04/22/2022 12H,11786
04/22/2022 11H,11360
04/22/2022 10H,10391
04/22/2022 09H,9959
04/22/2022 08H,9716
04/22/2022 07H,9725
04/22/2022 06H,9842
04/22/2022 05H,10190
04/22/2022 04H,10512
04/22/2022 03H,11387
04/22/2022 02H,12392
04/22/2022 01H,13148
04/22/2022 00H,13343
04/21/2022 23H,13140
04/21/2022 22H,12721
04/21/2022 21H,11871
04/21/2022 20H,11383
04/21/2022 19H,10726
04/21/2022 18H,10753
04/21/2022 17H,10129
04/21/2022 16H,10161
04/21/2022 15H,10225
04/21/2022 14H,10810
04/21/2022 13H,11572
04/21/2022 12H,12239
04/21/2022 11H,12078
04/21/2022 10H,11209
04/21/2022 09H,10770
04/21/2022 08H,10733
04/21/2022 07H,10438
04/21/2022 06H,10566
04/21/2022 05H,10474
04/21/2022 04H,10775
04/21/2022 03H,11647
04/21/2022 02H,12557
04/21/2022 01H,13204
04/21/2022 00H,13138
04/20/2022 23H,12577
04/20/2022 22H,11529
04/20/2022 21H,10641
04/20/2022 20H,10358
04/20/2022 19H,10088
04/20/2022 18H,9856
04/20/2022 17H,10119
04/20/2022 16H,10677
04/20/2022 15H,10906
04/20/2022 14H,11423
04/20/2022 13H,11986
04/20/2022 12H,12429
04/20/2022 11H,12094
04/20/2022 10H,11210
04/20/2022 09H,10518
04/20/2022 08H,10429
04/20/2022 07H,10234
04/20/2022 06H,10397
04/20/2022 05H,10413
04/20/2022 04H,11003
04/20/2022 03H,11885
04/20/2022 02H,12854
04/20/2022 01H,13566
04/20/2022 00H,13610
04/19/2022 23H,13244
04/19/2022 22H,12737
04/19/2022 21H,12169
04/19/2022 20H,11571
04/19/2022 19H,11427
04/19/2022 18H,11759
04/19/2022 17H,11838
04/19/2022 16H,12081
04/19/2022 15H,12588
04/19/2022 14H,12929
04/19/2022 13H,13141
04/19/2022 12H,12860
04/19/2022 11H,11948
04/19/2022 10H,10806
04/19/2022 09H,10401
04/19/2022 08H,10084
04/19/2022 07H,10030
04/19/2022 06H,10150
04/19/2022 05H,10445
04/19/2022 04H,10695
04/19/2022 03H,11518
04/19/2022 02H,12492
04/19/2022 01H,13243
04/19/2022 00H,13453
04/18/2022 23H,13015
04/18/2022 22H,12285
04/18/2022 21H,11304
04/18/2022 20H,10288
04/18/2022 19H,9922
04/18/2022 18H,10026
04/18/2022 17H,9649
04/18/2022 16H,9476
04/18/2022 15H,9772
04/18/2022 14H,10362
04/18/2022 13H,11299
04/18/2022 12H,12079
04/18/2022 11H,11901
04/18/2022 10H,11027
04/18/2022 09H,10655
04/18/2022 08H,10305
04/18/2022 07H,10231
04/18/2022 06H,10313
04/18/2022 05H,10244
04/18/2022 04H,10469
04/18/2022 03H,11173
04/18/2022 02H,11911
04/18/2022 01H,12379
04/18/2022 00H,12084
04/17/2022 23H,11282
04/17/2022 22H,10773
04/17/2022 21H,10137
04/17/2022 20H,9891
04/17/2022 19H,10039
04/17/2022 18H,10138
04/17/2022 17H,10324
04/17/2022 16H,10530
04/17/2022 15H,10044
04/17/2022 14H,9701
04/17/2022 13H,9620
04/17/2022 12H,9796
04/17/2022 11H,9655
04/17/2022 10H,9295
04/17/2022 09H,9331
04/17/2022 08H,9260
04/17/2022 07H,9322
04/17/2022 06H,9512
04/17/2022 05H,9563
04/17/2022 04H,10136
04/17/2022 03H,10822
04/17/2022 02H,11533
04/17/2022 01H,12070
04/17/2022 00H,12313
04/16/2022 23H,12195
04/16/2022 22H,11770
04/16/2022 21H,10998
04/16/2022 20H,10320
04/16/2022 19H,10050
04/16/2022 18H,9799
04/16/2022 17H,9964
04/16/2022 16H,10428
04/16/2022 15H,10858
04/16/2022 14H,10884
04/16/2022 13H,10532
04/16/2022 12H,10036
04/16/2022 11H,9579
04/16/2022 10H,9219
04/16/2022 09H,9166
04/16/2022 08H,9087
04/16/2022 07H,9162
04/16/2022 06H,9383
04/16/2022 05H,9456
04/16/2022 04H,10090
04/16/2022 03H,10875
04/16/2022 02H,11661
04/16/2022 01H,12231
04/16/2022 00H,12250
04/15/2022 23H,11834
04/15/2022 22H,11049
04/15/2022 21H,10041
04/15/2022 20H,9641
04/15/2022 19H,9607
04/15/2022 18H,9612
04/15/2022 17H,9655
04/15/2022 16H,9527
04/15/2022 15H,9550
04/15/2022 14H,9870
04/15/2022 13H,10740
04/15/2022 12H,11460
04/15/2022 11H,11033
04/15/2022 10H,10014
04/15/2022 09H,9327
04/15/2022 08H,9421
04/15/2022 07H,9464
04/15/2022 06H,9358
04/15/2022 05H,9754
04/15/2022 04H,10406
04/15/2022 03H,11308
04/15/2022 02H,12308
04/15/2022 01H,13066
04/15/2022 00H,13432
04/14/2022 23H,13399
04/14/2022 22H,12980
04/14/2022 21H,11912
04/14/2022 20H,11091
04/14/2022 19H,10768
04/14/2022 18H,10816
04/14/2022 17H,10976
04/14/2022 16H,11275
04/14/2022 15H,11640
04/14/2022 14H,11916
04/14/2022 13H,12085
04/14/2022 12H,12047
04/14/2022 11H,11298
04/14/2022 10H,10415
04/14/2022 09H,9865
04/14/2022 08H,10053
04/14/2022 07H,10121
04/14/2022 06H,10289
04/14/2022 05H,10177
04/14/2022 04H,10528
04/14/2022 03H,11247
04/14/2022 02H,12262
04/14/2022 01H,13063
04/14/2022 00H,13191
04/13/2022 23H,12820
04/13/2022 22H,12164
04/13/2022 21H,11237
04/13/2022 20H,10763
04/13/2022 19H,10652
04/13/2022 18H,10659
04/13/2022 17H,10365
04/13/2022 16H,10260
04/13/2022 15H,10346
04/13/2022 14H,10913
04/13/2022 13H,11616
04/13/2022 12H,12092
04/13/2022 11H,11668
04/13/2022 10H,10742
04/13/2022 09H,10370
04/13/2022 08H,10323
04/13/2022 07H,10335
04/13/2022 06H,10490
04/13/2022 05H,10565
04/13/2022 04H,10617
04/13/2022 03H,11222
04/13/2022 02H,12282
04/13/2022 01H,13114
04/13/2022 00H,13215
04/12/2022 23H,12712
04/12/2022 22H,11760
04/12/2022 21H,11083
04/12/2022 20H,10510
04/12/2022 19H,10429
04/12/2022 18H,10455
04/12/2022 17H,11428
04/12/2022 16H,12653
04/12/2022 15H,13217
04/12/2022 14H,13222
04/12/2022 13H,13058
04/12/2022 12H,12689
04/12/2022 11H,11739
04/12/2022 10H,10537
04/12/2022 09H,10127
04/12/2022 08H,9845
04/12/2022 07H,9825
04/12/2022 06H,9755
04/12/2022 05H,9784
04/12/2022 04H,10409
04/12/2022 03H,11318
04/12/2022 02H,12370
04/12/2022 01H,13173
04/12/2022 00H,13281
04/11/2022 23H,12682
04/11/2022 22H,11707
04/11/2022 21H,10996
04/11/2022 20H,10518
04/11/2022 19H,10047
04/11/2022 18H,10050
04/11/2022 17H,10017
04/11/2022 16H,9972
04/11/2022 15H,10372
04/11/2022 14H,10974
04/11/2022 13H,11953
04/11/2022 12H,12860
04/11/2022 11H,12517
04/11/2022 10H,11131
04/11/2022 09H,10537
04/11/2022 08H,10352
04/11/2022 07H,10027
04/11/2022 06H,10135
04/11/2022 05H,10413
04/11/2022 04H,10750
04/11/2022 03H,11491
04/11/2022 02H,12424
04/11/2022 01H,13138
04/11/2022 00H,13295
04/10/2022 23H,12833
04/10/2022 22H,12064
04/10/2022 21H,11192
04/10/2022 20H,10900
04/10/2022 19H,10571
04/10/2022 18H,10581
04/10/2022 17H,10299
04/10/2022 16H,10045
04/10/2022 15H,9899
04/10/2022 14H,10187
04/10/2022 13H,10410
04/10/2022 12H,10474
04/10/2022 11H,10299
04/10/2022 10H,10164
04/10/2022 09H,10171
04/10/2022 08H,10086
04/10/2022 07H,10018
04/10/2022 06H,10010
04/10/2022 05H,10095
04/10/2022 04H,10629
04/10/2022 03H,11329
04/10/2022 02H,12017
04/10/2022 01H,12539
04/10/2022 00H,12553
04/9/2022 23H,12094
04/9/2022 22H,11453
04/9/2022 21H,10840
04/9/2022 20H,10645
04/9/2022 19H,10890
04/9/2022 18H,10885
04/9/2022 17H,10933
04/9/2022 16H,11098
04/9/2022 15H,11292
04/9/2022 14H,11380
04/9/2022 13H,11392
04/9/2022 12H,11003
04/9/2022 11H,10470
04/9/2022 10H,10090
04/9/2022 09H,9873
04/9/2022 08H,9778
04/9/2022 07H,9867
04/9/2022 06H,10027
04/9/2022 05H,10091
04/9/2022 04H,10913
04/9/2022 03H,11470
04/9/2022 02H,12233
04/9/2022 01H,12835
04/9/2022 00H,12893
04/8/2022 23H,12457
04/8/2022 22H,11960
04/8/2022 21H,11580
04/8/2022 20H,11601
04/8/2022 19H,11509
04/8/2022 18H,11386
04/8/2022 17H,11609
04/8/2022 16H,11910
04/8/2022 15H,12509
04/8/2022 14H,12981
04/8/2022 13H,13280
04/8/2022 12H,13181
04/8/2022 11H,12308
04/8/2022 10H,11141
04/8/2022 09H,10765
04/8/2022 08H,10536
04/8/2022 07H,10557
04/8/2022 06H,10668
04/8/2022 05H,10671
04/8/2022 04H,11082
04/8/2022 03H,12021
04/8/2022 02H,13063
04/8/2022 01H,13902
04/8/2022 00H,14242
04/7/2022 23H,14143
04/7/2022 22H,13987
04/7/2022 21H,13445
04/7/2022 20H,13080
04/7/2022 19H,13039
04/7/2022 18H,12911
04/7/2022 17H,12878
04/7/2022 16H,12986
04/7/2022 15H,13109
04/7/2022 14H,13229
04/7/2022 13H,13405
04/7/2022 12H,13298
04/7/2022 11H,12475
04/7/2022 10H,11368
04/7/2022 09H,10811
04/7/2022 08H,10510
04/7/2022 07H,10509
04/7/2022 06H,10539
04/7/2022 05H,10374
04/7/2022 04H,10918
04/7/2022 03H,11829
04/7/2022 02H,12922
04/7/2022 01H,13743
04/7/2022 00H,14011
04/6/2022 23H,13801
04/6/2022 22H,13548
04/6/2022 21H,13151
04/6/2022 20H,12943
04/6/2022 19H,12966
04/6/2022 18H,12902
04/6/2022 17H,12920
04/6/2022 16H,13182
04/6/2022 15H,13262
04/6/2022 14H,13332
04/6/2022 13H,13381
04/6/2022 12H,13157
04/6/2022 11H,12250
04/6/2022 10H,10831
04/6/2022 09H,10736
04/6/2022 08H,10448
04/6/2022 07H,10571
04/6/2022 06H,10570
04/6/2022 05H,10510
04/6/2022 04H,10605
04/6/2022 03H,11500
04/6/2022 02H,12547
04/6/2022 01H,13331
04/6/2022 00H,13534
04/5/2022 23H,12931
04/5/2022 22H,11961
04/5/2022 21H,11492
04/5/2022 20H,10927
04/5/2022 19H,10677
04/5/2022 18H,10700
04/5/2022 17H,10642
04/5/2022 16H,10626
04/5/2022 15H,10686
04/5/2022 14H,11082
04/5/2022 13H,12160
04/5/2022 12H,13127
04/5/2022 11H,12754
04/5/2022 10H,11289
04/5/2022 09H,10665
04/5/2022 08H,10271
04/5/2022 07H,10206
04/5/2022 06H,10294
04/5/2022 05H,10555
04/5/2022 04H,10845
04/5/2022 03H,11742
04/5/2022 02H,12789
04/5/2022 01H,13579
04/5/2022 00H,13773
04/4/2022 23H,13209
04/4/2022 22H,12529
04/4/2022 21H,11566
04/4/2022 20H,10315
04/4/2022 19H,10375
04/4/2022 18H,10606
04/4/2022 17H,10715
04/4/2022 16H,10899
04/4/2022 15H,10991
04/4/2022 14H,11783
04/4/2022 13H,12782
04/4/2022 12H,13444
04/4/2022 11H,12771
04/4/2022 10H,11388
04/4/2022 09H,10769
04/4/2022 08H,10701
04/4/2022 07H,10454
04/4/2022 06H,10571
04/4/2022 05H,10591
04/4/2022 04H,10814
04/4/2022 03H,11652
04/4/2022 02H,12593
04/4/2022 01H,13346
04/4/2022 00H,13698
04/3/2022 23H,13462
04/3/2022 22H,13086
04/3/2022 21H,12442
04/3/2022 20H,11792
04/3/2022 19H,11192
04/3/2022 18H,10538
04/3/2022 17H,10160
04/3/2022 16H,10332
04/3/2022 15H,10613
04/3/2022 14H,10893
04/3/2022 13H,11211
04/3/2022 12H,11112
04/3/2022 11H,10838
04/3/2022 10H,10615
04/3/2022 09H,10723
04/3/2022 08H,10517
04/3/2022 07H,10794
04/3/2022 06H,10722
04/3/2022 05H,11009
04/3/2022 04H,10957
04/3/2022 03H,11625
04/3/2022 02H,12291
04/3/2022 01H,12772
04/3/2022 00H,12816
04/2/2022 23H,12115
04/2/2022 22H,10935
04/2/2022 21H,9616
04/2/2022 20H,9517
04/2/2022 19H,9425
04/2/2022 18H,9507
04/2/2022 17H,9653
04/2/2022 16H,9939
04/2/2022 15H,10149
04/2/2022 14H,10790
04/2/2022 13H,11279
04/2/2022 12H,11687
04/2/2022 11H,11301
04/2/2022 10H,11032
04/2/2022 09H,10834
04/2/2022 08H,10949
04/2/2022 07H,10972
04/2/2022 06H,10910
04/2/2022 05H,10938
04/2/2022 04H,11480
04/2/2022 03H,12246
04/2/2022 02H,12727
04/2/2022 01H,13308
04/2/2022 00H,13477
04/1/2022 23H,13002
04/1/2022 22H,12649
04/1/2022 21H,12092
04/1/2022 20H,11765
04/1/2022 19H,11804
04/1/2022 18H,11873
04/1/2022 17H,12150
04/1/2022 16H,12097
04/1/2022 15H,11945
04/1/2022 14H,12422
04/1/2022 13H,12956
04/1/2022 12H,12766
04/1/2022 11H,12022
04/1/2022 10H,11062
04/1/2022 09H,10533
04/1/2022 08H,10300
04/1/2022 07H,10355
04/1/2022 06H,10568
04/1/2022 05H,10744
04/1/2022 04H,11016
04/1/2022 03H,11705
04/1/2022 02H,12754
04/1/2022 01H,13625
04/1/2022 00H,14123
03/31/2022 23H,14110
03/31/2022 22H,13966
03/31/2022 21H,13595
03/31/2022 20H,13634
03/31/2022 19H,13491
03/31/2022 18H,13370
03/31/2022 17H,13468
03/31/2022 16H,13586
03/31/2022 15H,13721
03/31/2022 14H,13928
03/31/2022 13H,14088
03/31/2022 12H,13955
03/31/2022 11H,13243
03/31/2022 10H,11778
03/31/2022 09H,11229
03/31/2022 08H,10983
03/31/2022 07H,10988
03/31/2022 06H,11162
03/31/2022 05H,11151
03/31/2022 04H,11511
03/31/2022 03H,12445
03/31/2022 02H,13539
03/31/2022 01H,14371
03/31/2022 00H,14750
03/30/2022 23H,14400
03/30/2022 22H,13755
03/30/2022 21H,12823
03/30/2022 20H,12138
03/30/2022 19H,11936
03/30/2022 18H,11957
03/30/2022 17H,11822
03/30/2022 16H,11868
03/30/2022 15H,12065
03/30/2022 14H,12757
03/30/2022 13H,13857
03/30/2022 12H,14867
03/30/2022 11H,14415
03/30/2022 10H,13083
03/30/2022 09H,12536
03/30/2022 08H,12300
03/30/2022 07H,12183
03/30/2022 06H,12198
03/30/2022 05H,12020
03/30/2022 04H,12559
03/30/2022 03H,13508
03/30/2022 02H,14589
03/30/2022 01H,15405
03/30/2022 00H,15642
03/29/2022 23H,14975
03/29/2022 22H,13781
03/29/2022 21H,13089
03/29/2022 20H,12345
03/29/2022 19H,12386
03/29/2022 18H,12564
03/29/2022 17H,12554
03/29/2022 16H,12868
03/29/2022 15H,13048
03/29/2022 14H,13792
03/29/2022 13H,14864
03/29/2022 12H,15600
03/29/2022 11H,15046
03/29/2022 10H,13576
03/29/2022 09H,12716
03/29/2022 08H,12656
03/29/2022 07H,12543
03/29/2022 06H,12349
03/29/2022 05H,12653
03/29/2022 04H,13229
03/29/2022 03H,14169
03/29/2022 02H,15198
03/29/2022 01H,15985
03/29/2022 00H,16286
03/28/2022 23H,15791
03/28/2022 22H,14896
03/28/2022 21H,13687
03/28/2022 20H,12942
03/28/2022 19H,12559
03/28/2022 18H,12410
03/28/2022 17H,12620
03/28/2022 16H,12563
03/28/2022 15H,12979
03/28/2022 14H,13729
03/28/2022 13H,14586
03/28/2022 12H,14865
03/28/2022 11H,13967
03/28/2022 10H,12437
03/28/2022 09H,11862
03/28/2022 08H,11734
03/28/2022 07H,11625
03/28/2022 06H,11460
03/28/2022 05H,11315
03/28/2022 04H,11746
03/28/2022 03H,12251
03/28/2022 02H,13091
03/28/2022 01H,13756
03/28/2022 00H,14009
03/27/2022 23H,13544
03/27/2022 22H,12917
03/27/2022 21H,11948
03/27/2022 20H,11229
03/27/2022 19H,10882
03/27/2022 18H,10670
03/27/2022 17H,10585
03/27/2022 16H,10386
03/27/2022 15H,10218
03/27/2022 14H,10346
03/27/2022 13H,10661
03/27/2022 12H,10853
03/27/2022 11H,10559
03/27/2022 10H,10043
03/27/2022 09H,9780
03/27/2022 08H,9987
03/27/2022 07H,10275
03/27/2022 06H,10432
03/27/2022 05H,10261
03/27/2022 04H,10787
03/27/2022 03H,11480
03/27/2022 02H,12148
03/27/2022 01H,12696
03/27/2022 00H,12977
03/26/2022 23H,12725
03/26/2022 22H,12233
03/26/2022 21H,11705
03/26/2022 20H,11671
03/26/2022 19H,11616
03/26/2022 18H,11607
03/26/2022 17H,10817
03/26/2022 16H,10105
03/26/2022 15H,10185
03/26/2022 14H,10568
03/26/2022 13H,11278
03/26/2022 12H,11622
03/26/2022 11H,11595
03/26/2022 10H,11119
03/26/2022 09H,10740
03/26/2022 08H,10639
03/26/2022 07H,10682
03/26/2022 06H,10839
03/26/2022 05H,10481
03/26/2022 04H,10997
03/26/2022 03H,11597
03/26/2022 02H,12400
03/26/2022 01H,13033
03/26/2022 00H,13349
03/25/2022 23H,13022
03/25/2022 22H,12679
03/25/2022 21H,12421
03/25/2022 20H,11895
03/25/2022 19H,11583
03/25/2022 18H,11825
03/25/2022 17H,11852
03/25/2022 16H,11800
03/25/2022 15H,12346
03/25/2022 14H,13110
03/25/2022 13H,13677
03/25/2022 12H,13698
03/25/2022 11H,12804
03/25/2022 10H,11444
03/25/2022 09H,10917
03/25/2022 08H,10642
03/25/2022 07H,10663
03/25/2022 06H,10841
03/25/2022 05H,10889
03/25/2022 04H,11483
03/25/2022 03H,12409
03/25/2022 02H,13465
03/25/2022 01H,14328
03/25/2022 00H,14880
03/24/2022 23H,14901
03/24/2022 22H,14788
03/24/2022 21H,14417
03/24/2022 20H,14157
03/24/2022 19H,14190
03/24/2022 18H,14350
03/24/2022 17H,14443
03/24/2022 16H,14606
03/24/2022 15H,14792
03/24/2022 14H,14763
03/24/2022 13H,14597
03/24/2022 12H,14162
03/24/2022 11H,13031
03/24/2022 10H,11524
03/24/2022 09H,10642
03/24/2022 08H,10636
03/24/2022 07H,10611
03/24/2022 06H,10715
03/24/2022 05H,10740
03/24/2022 04H,11323
03/24/2022 03H,12220
03/24/2022 02H,13274
03/24/2022 01H,14091
03/24/2022 00H,14494
03/23/2022 23H,14180
03/23/2022 22H,13599
03/23/2022 21H,12596
03/23/2022 20H,11598
03/23/2022 19H,11096
03/23/2022 18H,11407
03/23/2022 17H,11436
03/23/2022 16H,11109
03/23/2022 15H,11471
03/23/2022 14H,12056
03/23/2022 13H,13202
03/23/2022 12H,14068
03/23/2022 11H,13430
03/23/2022 10H,12079
03/23/2022 09H,11366
03/23/2022 08H,11130
03/23/2022 07H,11121
03/23/2022 06H,11103
