Actual Net Interchange for New England (region) to New York (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3390279&sdid=EBA.NE-NY.ID.H
14:48:25 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-NY.ID.H megawatthours
06/16/2016 20H,-458
06/16/2016 19H,-357
06/16/2016 18H,-337
06/16/2016 17H,-295
06/16/2016 16H,-457
06/16/2016 15H,-211
06/16/2016 14H,-197
06/16/2016 13H,-59
06/16/2016 12H,185
06/16/2016 11H,227
06/16/2016 10H,77
06/16/2016 09H,-117
06/16/2016 08H,-240
06/16/2016 07H,-48
06/16/2016 06H,170
06/16/2016 05H,-19
06/16/2016 04H,54
06/16/2016 03H,265
06/16/2016 02H,246
06/16/2016 01H,132
06/16/2016 00H,131
06/15/2016 23H,171
06/15/2016 22H,165
06/15/2016 21H,360
06/15/2016 20H,282
06/15/2016 19H,252
06/15/2016 18H,66
06/15/2016 17H,102
06/15/2016 16H,-143
06/15/2016 15H,-170
06/15/2016 14H,16
06/15/2016 13H,330
06/15/2016 12H,-86
06/15/2016 11H,-333
06/15/2016 10H,-134
06/15/2016 09H,-45
06/15/2016 08H,69
06/15/2016 07H,182
06/15/2016 06H,133
06/15/2016 05H,53
06/15/2016 04H,463
06/15/2016 03H,374
06/15/2016 02H,204
06/15/2016 01H,-67
06/15/2016 00H,-147
06/14/2016 23H,-3
06/14/2016 22H,-19
06/14/2016 21H,95
06/14/2016 20H,143
06/14/2016 19H,-92
06/14/2016 18H,-238
06/14/2016 17H,-139
06/14/2016 16H,0
06/14/2016 15H,-133
06/14/2016 14H,-287
06/14/2016 13H,-61
06/14/2016 12H,-6
06/14/2016 11H,-47
06/14/2016 10H,168
06/14/2016 09H,-12
06/14/2016 08H,41
06/14/2016 07H,-16
06/14/2016 06H,-56
06/14/2016 05H,222
06/14/2016 04H,100
06/14/2016 03H,-41
06/14/2016 02H,-223
06/14/2016 01H,-622
06/14/2016 00H,-602
06/13/2016 23H,-483
06/13/2016 22H,-419
06/13/2016 21H,-399
06/13/2016 20H,-360
06/13/2016 19H,-479
06/13/2016 18H,-590
06/13/2016 17H,-396
06/13/2016 16H,-257
06/13/2016 15H,-190
06/13/2016 14H,-230
06/13/2016 13H,-171
06/13/2016 12H,-354
06/13/2016 11H,-390
06/13/2016 10H,-468
06/13/2016 09H,-516
06/13/2016 08H,-386
06/13/2016 07H,-284
06/13/2016 06H,-242
06/13/2016 05H,-214
06/13/2016 04H,330
06/13/2016 03H,262
06/13/2016 02H,186
06/13/2016 01H,-32
06/13/2016 00H,95
06/12/2016 23H,-99
06/12/2016 22H,-171
06/12/2016 21H,-136
06/12/2016 20H,-191
06/12/2016 19H,-208
06/12/2016 18H,-122
06/12/2016 17H,-22
06/12/2016 16H,-107
06/12/2016 15H,-123
06/12/2016 14H,-64
06/12/2016 13H,142
06/12/2016 12H,173
06/12/2016 11H,108
06/12/2016 10H,173
06/12/2016 09H,109
06/12/2016 08H,184
06/12/2016 07H,181
06/12/2016 06H,256
06/12/2016 05H,326
06/12/2016 04H,207
06/12/2016 03H,244
06/12/2016 02H,160
06/12/2016 01H,49
06/12/2016 00H,-109
06/11/2016 23H,-219
06/11/2016 22H,-45
06/11/2016 21H,38
06/11/2016 20H,-211
06/11/2016 19H,-237
06/11/2016 18H,-249
06/11/2016 17H,-230
06/11/2016 16H,-241
06/11/2016 15H,-279
06/11/2016 14H,-159
06/11/2016 13H,59
06/11/2016 12H,147
06/11/2016 11H,30
06/11/2016 10H,187
06/11/2016 09H,201
06/11/2016 08H,79
06/11/2016 07H,109
06/11/2016 06H,278
06/11/2016 05H,236
06/11/2016 04H,309
06/11/2016 03H,330
06/11/2016 02H,299
06/11/2016 01H,138
06/11/2016 00H,51
06/10/2016 23H,116
06/10/2016 22H,293
06/10/2016 21H,305
06/10/2016 20H,226
06/10/2016 19H,262
06/10/2016 18H,122
06/10/2016 17H,75
06/10/2016 16H,102
06/10/2016 15H,274
06/10/2016 14H,213
06/10/2016 13H,342
06/10/2016 12H,163
06/10/2016 11H,168
06/10/2016 10H,331
06/10/2016 09H,292
06/10/2016 08H,357
06/10/2016 07H,323
06/10/2016 06H,396
06/10/2016 05H,265
06/10/2016 04H,329
06/10/2016 03H,330
06/10/2016 02H,227
06/10/2016 01H,-69
06/10/2016 00H,-58
06/9/2016 23H,38
06/9/2016 22H,63
06/9/2016 21H,82
06/9/2016 20H,-81
06/9/2016 19H,9
06/9/2016 18H,27
06/9/2016 17H,59
06/9/2016 16H,108
06/9/2016 15H,275
06/9/2016 14H,221
06/9/2016 13H,228
06/9/2016 12H,176
06/9/2016 11H,89
06/9/2016 10H,157
06/9/2016 09H,-141
06/9/2016 08H,-260
06/9/2016 07H,-40
06/9/2016 06H,25
06/9/2016 05H,52
06/9/2016 04H,365
06/9/2016 03H,238
06/9/2016 02H,313
06/9/2016 01H,83
06/9/2016 00H,-269
06/8/2016 23H,-302
06/8/2016 22H,-673
06/8/2016 21H,-401
06/8/2016 20H,-721
06/8/2016 19H,-445
06/8/2016 18H,-480
06/8/2016 17H,-336
06/8/2016 16H,-208
06/8/2016 15H,-120
06/8/2016 14H,34
06/8/2016 13H,21
06/8/2016 12H,-20
06/8/2016 11H,-56
06/8/2016 10H,-281
06/8/2016 09H,101
06/8/2016 08H,297
06/8/2016 07H,422
06/8/2016 06H,307
06/8/2016 05H,159
06/8/2016 04H,351
06/8/2016 03H,395
06/8/2016 02H,271
06/8/2016 01H,614
06/8/2016 00H,514
06/7/2016 23H,164
06/7/2016 22H,145
06/7/2016 21H,-217
06/7/2016 20H,-63
06/7/2016 19H,-51
06/7/2016 18H,144
06/7/2016 17H,159
06/7/2016 16H,246
06/7/2016 15H,329
06/7/2016 14H,375
06/7/2016 13H,407
06/7/2016 12H,283
06/7/2016 11H,120
06/7/2016 10H,-9
06/7/2016 09H,137
06/7/2016 08H,302
06/7/2016 07H,372
06/7/2016 06H,397
06/7/2016 05H,435
06/7/2016 04H,717
06/7/2016 03H,709
06/7/2016 02H,707
06/7/2016 01H,550
06/7/2016 00H,484
06/6/2016 23H,374
06/6/2016 22H,457
06/6/2016 21H,138
06/6/2016 20H,-388
06/6/2016 19H,-543
06/6/2016 18H,9
06/6/2016 17H,30
06/6/2016 16H,38
06/6/2016 15H,102
06/6/2016 14H,283
06/6/2016 13H,-30
06/6/2016 12H,-132
06/6/2016 11H,238
06/6/2016 10H,717
06/6/2016 09H,365
06/6/2016 08H,410
06/6/2016 07H,405
06/6/2016 06H,328
06/6/2016 05H,380
06/6/2016 04H,219
06/6/2016 03H,142
06/6/2016 02H,190
06/6/2016 01H,-114
06/6/2016 00H,62
06/5/2016 23H,281
06/5/2016 22H,255
06/5/2016 21H,233
06/5/2016 20H,238
06/5/2016 19H,161
06/5/2016 18H,291
06/5/2016 17H,205
06/5/2016 16H,235
06/5/2016 15H,155
06/5/2016 14H,-17
06/5/2016 13H,35
06/5/2016 12H,171
06/5/2016 11H,-273
06/5/2016 10H,-21
06/5/2016 09H,-110
06/5/2016 08H,-20
06/5/2016 07H,226
06/5/2016 06H,213
06/5/2016 05H,516
06/5/2016 04H,506
06/5/2016 03H,382
06/5/2016 02H,447
06/5/2016 01H,433
06/5/2016 00H,452
06/4/2016 23H,452
06/4/2016 22H,607
06/4/2016 21H,569
06/4/2016 20H,623
06/4/2016 19H,609
06/4/2016 18H,538
06/4/2016 17H,798
06/4/2016 16H,693
06/4/2016 15H,397
06/4/2016 14H,491
06/4/2016 13H,531
06/4/2016 12H,867
06/4/2016 11H,635
06/4/2016 10H,277
06/4/2016 09H,91
06/4/2016 08H,307
06/4/2016 07H,298
06/4/2016 06H,225
06/4/2016 05H,503
06/4/2016 04H,532
06/4/2016 03H,823
06/4/2016 02H,739
06/4/2016 01H,537
06/4/2016 00H,633
06/3/2016 23H,729
06/3/2016 22H,621
06/3/2016 21H,692
06/3/2016 20H,763
06/3/2016 19H,525
06/3/2016 18H,529
06/3/2016 17H,562
06/3/2016 16H,562
06/3/2016 15H,425
06/3/2016 14H,501
06/3/2016 13H,579
06/3/2016 12H,747
06/3/2016 11H,583
06/3/2016 10H,655
06/3/2016 09H,462
06/3/2016 08H,496
06/3/2016 07H,430
06/3/2016 06H,605
06/3/2016 05H,629
06/3/2016 04H,681
06/3/2016 03H,805
06/3/2016 02H,993
06/3/2016 01H,922
06/3/2016 00H,1093
06/2/2016 23H,1004
06/2/2016 22H,881
06/2/2016 21H,775
06/2/2016 20H,773
06/2/2016 19H,778
06/2/2016 18H,794
06/2/2016 17H,731
06/2/2016 16H,658
06/2/2016 15H,772
06/2/2016 14H,725
06/2/2016 13H,441
06/2/2016 12H,-67
06/2/2016 11H,-177
06/2/2016 10H,-291
06/2/2016 09H,-120
06/2/2016 08H,73
06/2/2016 07H,184
06/2/2016 06H,296
06/2/2016 05H,226
06/2/2016 04H,339
06/2/2016 03H,318
06/2/2016 02H,348
06/2/2016 01H,93
06/2/2016 00H,192
06/1/2016 23H,324
06/1/2016 22H,656
06/1/2016 21H,626
06/1/2016 20H,577
06/1/2016 19H,474
06/1/2016 18H,259
06/1/2016 17H,-126
06/1/2016 16H,246
06/1/2016 15H,404
06/1/2016 14H,309
06/1/2016 13H,414
06/1/2016 12H,432
06/1/2016 11H,375
06/1/2016 10H,-155
06/1/2016 09H,-215
06/1/2016 08H,-254
06/1/2016 07H,-139
06/1/2016 06H,68
06/1/2016 05H,210
06/1/2016 04H,188
06/1/2016 03H,355
06/1/2016 02H,248
06/1/2016 01H,369
06/1/2016 00H,123
05/31/2016 23H,310
05/31/2016 22H,383
05/31/2016 21H,483
05/31/2016 20H,537
05/31/2016 19H,594
05/31/2016 18H,773
05/31/2016 17H,588
05/31/2016 16H,501
05/31/2016 15H,430
05/31/2016 14H,488
05/31/2016 13H,542
05/31/2016 12H,505
05/31/2016 11H,165
05/31/2016 10H,-99
05/31/2016 09H,-250
05/31/2016 08H,-372
05/31/2016 07H,-403
05/31/2016 06H,-212
05/31/2016 05H,-78
05/31/2016 04H,64
05/31/2016 03H,512
05/31/2016 02H,168
05/31/2016 01H,251
05/31/2016 00H,350
05/30/2016 23H,398
05/30/2016 22H,228
05/30/2016 21H,535
05/30/2016 20H,458
05/30/2016 19H,657
05/30/2016 18H,428
05/30/2016 17H,404
05/30/2016 16H,358
05/30/2016 15H,672
05/30/2016 14H,705
05/30/2016 13H,503
05/30/2016 12H,103
05/30/2016 11H,-292
05/30/2016 10H,-16
05/30/2016 09H,-191
05/30/2016 08H,-94
05/30/2016 07H,148
05/30/2016 06H,223
05/30/2016 05H,1
05/30/2016 04H,306
05/30/2016 03H,464
05/30/2016 02H,437
05/30/2016 01H,210
05/30/2016 00H,106
05/29/2016 23H,138
05/29/2016 22H,399
05/29/2016 21H,554
05/29/2016 20H,527
05/29/2016 19H,571
05/29/2016 18H,453
05/29/2016 17H,297
05/29/2016 16H,364
05/29/2016 15H,374
05/29/2016 14H,511
05/29/2016 13H,323
05/29/2016 12H,102
05/29/2016 11H,-357
05/29/2016 10H,-270
05/29/2016 09H,-518
05/29/2016 08H,-384
05/29/2016 07H,-282
05/29/2016 06H,-238
05/29/2016 05H,-377
05/29/2016 04H,138
05/29/2016 03H,89
05/29/2016 02H,-111
05/29/2016 01H,-214
05/29/2016 00H,-335
05/28/2016 23H,-342
05/28/2016 22H,-351
05/28/2016 21H,-120
05/28/2016 20H,-139
05/28/2016 19H,107
05/28/2016 18H,407
05/28/2016 17H,525
05/28/2016 16H,450
05/28/2016 15H,265
05/28/2016 14H,234
05/28/2016 13H,397
05/28/2016 12H,78
05/28/2016 11H,-188
05/28/2016 10H,-275
05/28/2016 09H,-385
05/28/2016 08H,-187
05/28/2016 07H,-103
05/28/2016 06H,69
05/28/2016 05H,-5
05/28/2016 04H,307
05/28/2016 03H,482
05/28/2016 02H,637
05/28/2016 01H,408
05/28/2016 00H,420
05/27/2016 23H,414
05/27/2016 22H,850
05/27/2016 21H,1004
05/27/2016 20H,1105
05/27/2016 19H,979
05/27/2016 18H,946
05/27/2016 17H,933
05/27/2016 16H,728
05/27/2016 15H,603
05/27/2016 14H,411
05/27/2016 13H,451
05/27/2016 12H,510
05/27/2016 11H,147
05/27/2016 10H,61
05/27/2016 09H,37
05/27/2016 08H,78
05/27/2016 07H,32
05/27/2016 06H,-174
05/27/2016 05H,53
05/27/2016 04H,-88
05/27/2016 03H,-113
05/27/2016 02H,-80
05/27/2016 01H,-299
05/27/2016 00H,-66
05/26/2016 23H,7
05/26/2016 22H,52
05/26/2016 21H,196
05/26/2016 20H,424
05/26/2016 19H,-32
05/26/2016 18H,2
05/26/2016 17H,211
05/26/2016 16H,213
05/26/2016 15H,137
05/26/2016 14H,161
05/26/2016 13H,-146
05/26/2016 12H,-101
05/26/2016 11H,-178
05/26/2016 10H,18
05/26/2016 09H,-1
05/26/2016 08H,53
05/26/2016 07H,-146
05/26/2016 06H,5
05/26/2016 05H,128
05/26/2016 04H,127
05/26/2016 03H,-139
05/26/2016 02H,-253
05/26/2016 01H,-136
05/26/2016 00H,-162
05/25/2016 23H,-314
05/25/2016 22H,-227
05/25/2016 21H,-48
05/25/2016 20H,-131
05/25/2016 19H,-69
05/25/2016 18H,-204
05/25/2016 17H,-390
05/25/2016 16H,-401
05/25/2016 15H,-372
05/25/2016 14H,-582
05/25/2016 13H,-713
05/25/2016 12H,-477
05/25/2016 11H,241
05/25/2016 10H,-82
05/25/2016 09H,-193
05/25/2016 08H,-109
05/25/2016 07H,-327
05/25/2016 06H,-151
05/25/2016 05H,-389
05/25/2016 04H,-24
05/25/2016 03H,48
05/25/2016 02H,180
05/25/2016 01H,123
05/25/2016 00H,155
05/24/2016 23H,0
05/24/2016 22H,0
05/24/2016 21H,0
05/24/2016 20H,314
05/24/2016 19H,427
05/24/2016 18H,226
05/24/2016 17H,299
05/24/2016 16H,191
05/24/2016 15H,-30
05/24/2016 14H,110
05/24/2016 13H,-84
05/24/2016 12H,-140
05/24/2016 11H,-279
05/24/2016 10H,-490
05/24/2016 09H,-610
05/24/2016 08H,-634
05/24/2016 07H,-418
05/24/2016 06H,-235
05/24/2016 05H,-217
05/24/2016 04H,-35
05/24/2016 03H,79
05/24/2016 02H,209
05/24/2016 01H,159
05/24/2016 00H,125
05/23/2016 23H,73
05/23/2016 22H,-28
05/23/2016 21H,-139
05/23/2016 20H,25
05/23/2016 19H,85
05/23/2016 18H,94
05/23/2016 17H,-12
05/23/2016 16H,-111
05/23/2016 15H,86
05/23/2016 14H,50
05/23/2016 13H,76
05/23/2016 12H,138
05/23/2016 11H,53
05/23/2016 10H,-120
05/23/2016 09H,-257
05/23/2016 08H,-296
05/23/2016 07H,-290
05/23/2016 06H,-199
05/23/2016 05H,-178
05/23/2016 04H,148
05/23/2016 03H,468
05/23/2016 02H,473
05/23/2016 01H,203
05/23/2016 00H,244
05/22/2016 23H,296
05/22/2016 22H,372
05/22/2016 21H,259
05/22/2016 20H,326
05/22/2016 19H,299
05/22/2016 18H,260
05/22/2016 17H,354
05/22/2016 16H,366
05/22/2016 15H,386
05/22/2016 14H,489
05/22/2016 13H,332
05/22/2016 12H,46
05/22/2016 11H,-196
05/22/2016 10H,-197
05/22/2016 09H,-138
05/22/2016 08H,-154
05/22/2016 07H,-246
05/22/2016 06H,-361
05/22/2016 05H,-147
05/22/2016 04H,269
05/22/2016 03H,274
05/22/2016 02H,255
05/22/2016 01H,14
05/22/2016 00H,-16
05/21/2016 23H,-17
05/21/2016 22H,-89
05/21/2016 21H,-119
05/21/2016 20H,59
05/21/2016 19H,142
05/21/2016 18H,379
05/21/2016 17H,152
05/21/2016 16H,193
05/21/2016 15H,252
05/21/2016 14H,221
05/21/2016 13H,30
05/21/2016 12H,-45
05/21/2016 11H,-125
05/21/2016 10H,-361
05/21/2016 09H,-323
05/21/2016 08H,-303
05/21/2016 07H,-162
05/21/2016 06H,-106
05/21/2016 05H,-46
05/21/2016 04H,133
05/21/2016 03H,167
05/21/2016 02H,112
05/21/2016 01H,-156
05/21/2016 00H,41
05/20/2016 23H,157
05/20/2016 22H,186
05/20/2016 21H,256
05/20/2016 20H,134
05/20/2016 19H,206
05/20/2016 18H,299
05/20/2016 17H,143
05/20/2016 16H,107
05/20/2016 15H,9
05/20/2016 14H,-130
05/20/2016 13H,-143
05/20/2016 12H,-281
05/20/2016 11H,-22
05/20/2016 10H,-326
05/20/2016 09H,-517
05/20/2016 08H,-522
05/20/2016 07H,-302
05/20/2016 06H,28
05/20/2016 05H,-84
05/20/2016 04H,-100
05/20/2016 03H,-196
05/20/2016 02H,-109
05/20/2016 01H,-382
05/20/2016 00H,-380
05/19/2016 23H,-389
05/19/2016 22H,-285
05/19/2016 21H,-42
05/19/2016 20H,-3
05/19/2016 19H,21
05/19/2016 18H,176
05/19/2016 17H,4
05/19/2016 16H,-442
05/19/2016 15H,-438
05/19/2016 14H,-516
05/19/2016 13H,-377
05/19/2016 12H,-454
05/19/2016 11H,-799
05/19/2016 10H,-910
05/19/2016 09H,-1136
05/19/2016 08H,-1186
05/19/2016 07H,-1086
05/19/2016 06H,-937
05/19/2016 05H,-773
05/19/2016 04H,-670
05/19/2016 03H,-541
05/19/2016 02H,-785
05/19/2016 01H,-1050
05/19/2016 00H,-971
05/18/2016 23H,-941
05/18/2016 22H,-917
05/18/2016 21H,-953
05/18/2016 20H,-1030
05/18/2016 19H,-1038
05/18/2016 18H,-901
05/18/2016 17H,-906
05/18/2016 16H,-642
05/18/2016 15H,-621
05/18/2016 14H,-781
05/18/2016 13H,-841
05/18/2016 12H,-791
05/18/2016 11H,-684
05/18/2016 10H,-679
05/18/2016 09H,-797
05/18/2016 08H,-1031
05/18/2016 07H,-948
05/18/2016 06H,-942
05/18/2016 05H,-753
05/18/2016 04H,-351
05/18/2016 03H,-771
05/18/2016 02H,-747
05/18/2016 01H,-909
05/18/2016 00H,-979
05/17/2016 23H,-1004
05/17/2016 22H,-863
05/17/2016 21H,-753
05/17/2016 20H,-696
05/17/2016 19H,-584
05/17/2016 18H,-614
05/17/2016 17H,-664
05/17/2016 16H,-676
05/17/2016 15H,-615
05/17/2016 14H,-619
05/17/2016 13H,-649
05/17/2016 12H,-681
05/17/2016 11H,-944
05/17/2016 10H,-845
05/17/2016 09H,-773
05/17/2016 08H,-678
05/17/2016 07H,-749
05/17/2016 06H,-761
05/17/2016 05H,-692
05/17/2016 04H,-596
05/17/2016 03H,-448
05/17/2016 02H,-664
05/17/2016 01H,-823
05/17/2016 00H,-762
05/16/2016 23H,-724
05/16/2016 22H,-508
05/16/2016 21H,-568
05/16/2016 20H,-592
05/16/2016 19H,-558
05/16/2016 18H,-557
05/16/2016 17H,-659
05/16/2016 16H,-542
05/16/2016 15H,-629
05/16/2016 14H,-652
05/16/2016 13H,-850
05/16/2016 12H,-939
05/16/2016 11H,-656
05/16/2016 10H,-678
05/16/2016 09H,-659
05/16/2016 08H,-795
05/16/2016 07H,-748
05/16/2016 06H,-724
05/16/2016 05H,-715
05/16/2016 04H,-628
05/16/2016 03H,-599
05/16/2016 02H,-835
05/16/2016 01H,-1111
05/16/2016 00H,-941
05/15/2016 23H,-907
05/15/2016 22H,-866
05/15/2016 21H,-808
05/15/2016 20H,-658
05/15/2016 19H,-595
05/15/2016 18H,-588
05/15/2016 17H,-548
05/15/2016 16H,-494
05/15/2016 15H,-551
05/15/2016 14H,-695
05/15/2016 13H,-622
05/15/2016 12H,-573
05/15/2016 11H,-698
05/15/2016 10H,-368
05/15/2016 09H,-507
05/15/2016 08H,-539
05/15/2016 07H,-544
05/15/2016 06H,-419
05/15/2016 05H,-344
05/15/2016 04H,-125
05/15/2016 03H,-153
05/15/2016 02H,-366
05/15/2016 01H,-483
05/15/2016 00H,-534
05/14/2016 23H,-482
05/14/2016 22H,-428
05/14/2016 21H,-335
05/14/2016 20H,-422
05/14/2016 19H,-469
05/14/2016 18H,-522
05/14/2016 17H,-527
05/14/2016 16H,-666
05/14/2016 15H,-749
05/14/2016 14H,-838
05/14/2016 13H,-869
05/14/2016 12H,-762
05/14/2016 11H,-591
05/14/2016 10H,-611
05/14/2016 09H,-466
05/14/2016 08H,-426
05/14/2016 07H,-332
05/14/2016 06H,-288
05/14/2016 05H,-574
05/14/2016 04H,-441
05/14/2016 03H,-687
05/14/2016 02H,-1080
05/14/2016 01H,-1298
05/14/2016 00H,-1328
05/13/2016 23H,-1261
05/13/2016 22H,-1189
05/13/2016 21H,-1330
05/13/2016 20H,-1149
05/13/2016 19H,-1200
05/13/2016 18H,-1182
05/13/2016 17H,-965
05/13/2016 16H,-740
05/13/2016 15H,-588
05/13/2016 14H,-699
05/13/2016 13H,-867
05/13/2016 12H,-957
05/13/2016 11H,-391
05/13/2016 10H,-120
05/13/2016 09H,20
05/13/2016 08H,-97
05/13/2016 07H,-355
05/13/2016 06H,-306
05/13/2016 05H,-475
05/13/2016 04H,-659
05/13/2016 03H,-620
05/13/2016 02H,-760
05/13/2016 01H,-706
05/13/2016 00H,-789
05/12/2016 23H,-757
05/12/2016 22H,-567
05/12/2016 21H,-495
05/12/2016 20H,-466
05/12/2016 19H,-447
05/12/2016 18H,-492
05/12/2016 17H,-457
05/12/2016 16H,-432
05/12/2016 15H,-561
05/12/2016 14H,-583
05/12/2016 13H,-659
05/12/2016 12H,-550
05/12/2016 11H,-412
05/12/2016 10H,-76
05/12/2016 09H,-112
05/12/2016 08H,-102
05/12/2016 07H,-4
05/12/2016 06H,39
05/12/2016 05H,-31
05/12/2016 04H,-178
05/12/2016 03H,-447
05/12/2016 02H,-748
05/12/2016 01H,-855
05/12/2016 00H,-838
05/11/2016 23H,-829
05/11/2016 22H,-658
05/11/2016 21H,-563
05/11/2016 20H,-536
05/11/2016 19H,-288
05/11/2016 18H,-409
05/11/2016 17H,-386
05/11/2016 16H,-376
05/11/2016 15H,-532
05/11/2016 14H,-716
05/11/2016 13H,-741
05/11/2016 12H,-738
05/11/2016 11H,-566
05/11/2016 10H,-383
05/11/2016 09H,-595
05/11/2016 08H,-832
05/11/2016 07H,-801
05/11/2016 06H,-778
05/11/2016 05H,-816
05/11/2016 04H,-820
05/11/2016 03H,-954
05/11/2016 02H,-990
05/11/2016 01H,-1249
05/11/2016 00H,-1172
05/10/2016 23H,-1037
05/10/2016 22H,-850
05/10/2016 21H,-821
05/10/2016 20H,-894
05/10/2016 19H,-934
05/10/2016 18H,-887
05/10/2016 17H,-896
05/10/2016 16H,-942
05/10/2016 15H,-757
05/10/2016 14H,-751
05/10/2016 13H,-743
05/10/2016 12H,-694
05/10/2016 11H,-763
05/10/2016 10H,-841
05/10/2016 09H,-901
05/10/2016 08H,-840
05/10/2016 07H,-818
05/10/2016 06H,-915
05/10/2016 05H,-822
05/10/2016 04H,-899
05/10/2016 03H,-813
05/10/2016 02H,-842
05/10/2016 01H,-879
05/10/2016 00H,-928
05/9/2016 23H,-881
05/9/2016 22H,-891
05/9/2016 21H,-831
05/9/2016 20H,-873
05/9/2016 19H,-921
05/9/2016 18H,-692
05/9/2016 17H,-812
05/9/2016 16H,-875
05/9/2016 15H,-784
05/9/2016 14H,-458
05/9/2016 13H,-598
05/9/2016 12H,-625
05/9/2016 11H,-692
05/9/2016 10H,-815
05/9/2016 09H,-696
05/9/2016 08H,-628
05/9/2016 07H,-727
05/9/2016 06H,-554
05/9/2016 05H,-574
05/9/2016 04H,-621
05/9/2016 03H,-557
05/9/2016 02H,-609
05/9/2016 01H,-475
05/9/2016 00H,-509
05/8/2016 23H,-438
05/8/2016 22H,-538
05/8/2016 21H,-491
05/8/2016 20H,-410
05/8/2016 19H,-383
05/8/2016 18H,-427
05/8/2016 17H,-539
05/8/2016 16H,-564
05/8/2016 15H,-629
05/8/2016 14H,-543
05/8/2016 13H,-717
05/8/2016 12H,-637
05/8/2016 11H,-767
05/8/2016 10H,-833
05/8/2016 09H,-823
05/8/2016 08H,-758
05/8/2016 07H,-873
05/8/2016 06H,-858
05/8/2016 05H,-726
05/8/2016 04H,-512
05/8/2016 03H,-478
05/8/2016 02H,-411
05/8/2016 01H,-534
05/8/2016 00H,-524
05/7/2016 23H,-535
05/7/2016 22H,-448
05/7/2016 21H,-334
05/7/2016 20H,-246
05/7/2016 19H,-266
05/7/2016 18H,-241
05/7/2016 17H,-173
05/7/2016 16H,-169
05/7/2016 15H,-205
05/7/2016 14H,-305
05/7/2016 13H,-293
05/7/2016 12H,-8
05/7/2016 11H,-111
05/7/2016 10H,-122
05/7/2016 09H,-203
05/7/2016 08H,-106
05/7/2016 07H,-50
05/7/2016 06H,-56
05/7/2016 05H,16
05/7/2016 04H,-305
05/7/2016 03H,-238
05/7/2016 02H,-398
05/7/2016 01H,-549
05/7/2016 00H,-557
05/6/2016 23H,-531
05/6/2016 22H,-324
05/6/2016 21H,-348
05/6/2016 20H,-407
05/6/2016 19H,-421
05/6/2016 18H,-425
05/6/2016 17H,-535
05/6/2016 16H,-446
05/6/2016 15H,-453
05/6/2016 14H,-432
05/6/2016 13H,-468
05/6/2016 12H,-403
05/6/2016 11H,-245
05/6/2016 10H,-585
05/6/2016 09H,-592
05/6/2016 08H,-489
05/6/2016 07H,-379
05/6/2016 06H,-196
05/6/2016 05H,-235
05/6/2016 04H,-571
05/6/2016 03H,-585
05/6/2016 02H,-456
05/6/2016 01H,-450
05/6/2016 00H,-658
05/5/2016 23H,-616
05/5/2016 22H,-535
05/5/2016 21H,-509
05/5/2016 20H,-528
05/5/2016 19H,-573
05/5/2016 18H,-631
05/5/2016 17H,-614
05/5/2016 16H,-580
05/5/2016 15H,-449
05/5/2016 14H,-508
05/5/2016 13H,-537
05/5/2016 12H,-551
05/5/2016 11H,-604
05/5/2016 10H,-556
05/5/2016 09H,-618
05/5/2016 08H,-654
05/5/2016 07H,-680
05/5/2016 06H,-585
05/5/2016 05H,-512
05/5/2016 04H,-395
05/5/2016 03H,-293
05/5/2016 02H,-514
05/5/2016 01H,-455
05/5/2016 00H,-507
05/4/2016 23H,-501
05/4/2016 22H,-492
05/4/2016 21H,-392
05/4/2016 20H,-491
05/4/2016 19H,-294
05/4/2016 18H,-368
05/4/2016 17H,-435
05/4/2016 16H,-459
05/4/2016 15H,-389
05/4/2016 14H,-396
05/4/2016 13H,-309
05/4/2016 12H,-261
05/4/2016 11H,-18
05/4/2016 10H,-241
05/4/2016 09H,-431
05/4/2016 08H,-402
05/4/2016 07H,-359
05/4/2016 06H,-164
05/4/2016 05H,-294
05/4/2016 04H,-134
05/4/2016 03H,-67
05/4/2016 02H,-193
05/4/2016 01H,-547
05/4/2016 00H,-465
05/3/2016 23H,-393
05/3/2016 22H,-263
05/3/2016 21H,-147
05/3/2016 20H,-131
05/3/2016 19H,-224
05/3/2016 18H,-136
05/3/2016 17H,-317
05/3/2016 16H,-437
05/3/2016 15H,-305
05/3/2016 14H,-261
05/3/2016 13H,-112
05/3/2016 12H,-329
05/3/2016 11H,-50
05/3/2016 10H,-380
05/3/2016 09H,-559
05/3/2016 08H,-670
05/3/2016 07H,-625
05/3/2016 06H,-540
05/3/2016 05H,-260
05/3/2016 04H,-146
05/3/2016 03H,-162
05/3/2016 02H,-129
05/3/2016 01H,-294
05/3/2016 00H,-344
05/2/2016 23H,-385
05/2/2016 22H,-290
05/2/2016 21H,-188
05/2/2016 20H,-207
05/2/2016 19H,-154
05/2/2016 18H,-266
05/2/2016 17H,-329
05/2/2016 16H,-288
05/2/2016 15H,-273
05/2/2016 14H,-213
05/2/2016 13H,-70
05/2/2016 12H,-130
05/2/2016 11H,48
05/2/2016 10H,-249
05/2/2016 09H,-319
05/2/2016 08H,-345
05/2/2016 07H,-281
05/2/2016 06H,-267
05/2/2016 05H,-219
05/2/2016 04H,-144
